material_id,composition,target
769,Ba1.7K0.3Pb0.95Bi0.05O4,11.0
6855,La1.79Sr0.21Cu0.995Zn0.005O4,20.0
12597,Tl0.8Hg0.2Ba2Ca2Cu3O9,137.4
7226,La1.8Ca1.032Sr0.168Cu2O6.08,15.0
9457,Nb3Al0.67Zn0.33,17.3
2187,Bi2Sr2Ca0.89Pr0.11Cu2O8,88.0
10808,Pr0.8Sr0.2Fe0.925Co0.075As1O1,3.5
13007,Tm1Sr2Cu2.7Mo0.3O,33.9
14044,Y1Ba1.7Nd0.3Cu3O,85.0
4503,Fe1Se0.45Te0.55,12.6
10959,Pr1Pt4Ge11.5Sb0.5,4.43
2527,Bi4Sr4Ca1.5Ho0.5Cu4O16,84.3
2705,C22H14K3.3,18.0
821,Ba1Fe1.75Co0.25As2,22.0
2590,C0.5Ba2Ca3Cu4.5O11,117.0
3695,Cu0.5Ge0.5,3.3
9188,Nb0.85Pd0.15,2.26
2331,Bi2Sr2Ca1Cu2I1O,50.7
11080,Re0.25Sr2Ce2.01Y0.99Cu2.75O11,56.0
8319,Mg0.815Al0.09B2,32.7
10647,Pd0.95Ni0.05H0.86,1.49
13891,Y0.9Pr0.1Ba2Cu3O,85.1
13009,Tm2Ba4Cu7O14.732,88.0
14351,Y1Ba2Cu2.83Fe0.17O7,72.0
5164,Hf0.95Ta0.05V2,9.49
2725,C60Sm3,8.0
6976,La1.84Sr0.16Cu0.987Ni0.013O4,25.0
8933,Na0.66Zr1N1Cl1,14.5
3394,Ce1Ir1Ge3,1.61
2757,Ca0.27Sr0.63Cu1O2,110.0
13630,Y0.8Ca0.2Ba2Cu2.8Al0.2O6.88,89.1
12766,Tl1Sr2Ca0.4Tb0.6Cu2O7,62.0
11298,Ru0.975Sn0.025Sr2Gd1Cu2O8,36.9
10698,Pd2Lu1Sn1,3.05
11216,Rh2Y3,1.48
6486,La0.95Y0.05Ni1C2,2.79
3077,Ca1Si3,4.25
3944,Dy1Ba2Cu4O8,74.46666666666667
4291,Eu1Ba1Sr0.7Ca0.3Cu3O6.95,75.0
14235,Y1Ba2Cu0.91Co0.09O7,81.25
3550,Cr0.05Rh0.04Ti0.91,3.75
12370,Ti0.63V0.27Al0.1,3.62
10162,Ni19.5Zr78Mn2.5,1.41
11417,Sc0.1Y0.9Ir3.6Rh0.4B4,3.45
5002,Ge0.2La0.8,5.1
157,Al0.97Li0.03,1.05
11389,Sb0.02V0.98,3.29
11704,Sm1Fe1As1H0.12O0.77,54.2
7846,La2Cu1O4.054,29.1
1331,Bi1.52Pb0.48Sr2Ca2Cu3O16,107.17
13156,V3Si0.4Sn0.6,9.8
1237,Bi0.57Sn0.43,2.25
12167,Sr2Mg0.3Ti0.7Fe1As1O3,36.7
421,B1Mo2,5.483333333333333
9337,Nb1Tc3,10.5
6237,K0.6Zr1N1Cl1,14.4
12795,Tl1Sr2Ca1Cu2O6.8,68.0
3243,Ce0.88La0.12Ru2,6.14
1661,Bi1.95Sr1.65Nd0.4Cu1O4,35.0
2745,Ca0.1Ba1.65La1.25Cu3O7.01,19.5
14802,Y1Ba2Cu3F0.066O,92.80000000000001
1220,Bi0.35In0.65Sr2Gd0.5Ca0.5Cu2O,36.0
13149,V3Ge0.9Al0.1,8.8
14813,Y1Ba2Cu3F1.11O6,45.0
5223,Hg0.3Pb0.7Sr1.5La0.5Cu1O4,39.0
6014,Ir0.22Ru0.78,0.21
12292,Tb1.2Mo6S8,1.6133333333333333
8617,Mo0.3V0.7,0.76
202,Al1Sr2Ca2Cu3O9.7,72.0
5296,Hg0.75Mo0.05Sr2Ca2Cu3O,106.0
10572,Pb2Sr2Y0.1Cu3O8,70.0
9526,Nb3In0.15Sn0.85,18.3
3649,Cu0.045Ti1Se2,0.95
14510,Y1Ba2Cu2.94Cr0.06O7,84.0
7376,La1.9Sr0.1Cu0.99Zn0.01O4,11.590000000000002
9701,Nb80Ga18Fe2,13.1
1203,Bi0.1Pt1Sb0.9,1.21
12050,Sr1Fe1.84Ni0.16As2,8.65
1601,Bi1.8Pb0.2Sr2Ca1Cu2O,60.7
3650,Cu0.04Ta1S2,4.2
10244,Os0.55V0.45,5.04
12856,Tl2Ba2Ca0.9Ce0.1Cu1.98Fe0.02O8,99.0
4109,Er1Ba2Cu2.94Co0.06O6.8,73.0
6511,La0.9941Tb0.0059Al2,1.996
4141,Er1Ba2Cu3O6.91,92.0
6842,La1.78Sr0.22Cu1O4,25.463636363636365
1087,Ba7.76Si46,8.5
13223,Y0.25Lu0.75Ba2Cu3O,86.0
12234,Ta0.4Mo0.6C1,9.18
3305,Ce1Co1.67Ni0.33,0.46
8616,Mo0.3Tc0.7,12.0
8988,Nb0.025Ta0.975,4.465
689,Ba0.85K0.15Fe2As2,11.333333333333334
14338,Y1Ba2Cu2.805Fe0.195O7,55.5
8869,N1Nb0.9V0.1,6.6
14376,Y1Ba2Cu2.85Ga0.075Zn0.075O7,66.3
14552,Y1Ba2Cu2.94Zn0.06O6.9,73.55
12002,Sr1.68Ba0.32Cu1O3.4,88.0
11850,Sn0.97As0.025Te0.975,0.0138
10820,Pr0.95Ce0.05Pt4Ge12,5.75
12368,Ti0.5Zr0.5,1.6125
11586,Sm1Ba1Cu3O6.94,86.3
5898,In0.087Pb0.913,7.035
13389,Y0.6Pr0.4Ba0.2Sr1.8Cu3O7,44.0
3002,Ca1Cu0.25Si1.75,3.1
2899,Ca1.7K0.3Cu1Cl2O2,24.0
3149,Ca9.39Pr0.61Pt3Fe10As18,19.5
803,Ba1Fe1.28Ru0.72As2,8.95
2863,Ca0.8Cd0.2La1Ba1Cu3O,76.0
6477,La0.95Ce0.05Ru4P12,6.8
4320,Eu1Ba2Cu3O6.76,77.0
11249,Ru0.5W0.5,5.41
8929,Na0.65Fe1.93Se1.6S0.4,32.0
6464,La0.92Tm0.08Sn3,5.17
9154,Nb0.75Al0.2Ge0.05,18.05
9753,Nd0.78La1.1Ce0.12Cu1O4,17.0
4024,Er0.7Pr0.1Ca0.2Ba2Cu3O7,73.0
8071,Lu0.05Dy0.95Ni2B2C1,5.324999999999999
9555,Nb3Rh0.98Co0.02,2.28
11957,Sr0.8Fe2Se2,38.0
8621,Mo0.4Nb0.6,0.6
7157,La1.875Ba0.005Sr0.12Cu1O4,31.1
14874,Y1Ba2Cu3O6.4,32.949999999999996
5124,Hf0.05Nb0.95,9.52
14919,Y1Ba2Cu3O6.773,71.2
14530,Y1Ba2Cu2.94Ni0.06O6.64,43.1
860,Ba1Fe1.85Co0.15As2,23.525
9881,Nd1.4Ba1.6Cu3O7.09,38.0
15391,Yb1Ba2Cu2.943Zn0.057O6.9,64.3
12059,Sr1Fe1.8Ni0.2As2,7.4
3551,Cr0.06Mo0.94,0.71
6303,K3N1H3C60,28.0
11270,Ru0.875Nb0.125Sr2Gd1.4Ce0.6Cu2O,34.0
13037,V0.683Ga0.22Al0.097,9.4
629,Ba0.6K0.4Bi0.933Pr0.067O3,11.1
12255,Ta0.9V0.1,3.58
13074,V0.767Ga0.18Al0.053,11.5
5580,Hg1Ba2Ca2Cu3O8,126.61428571428571
137,Al0.3Ga0.7V3,13.9
9246,Nb0.984Ta0.016,8.76
6373,La0.6Y0.4Fe1As1O0.6,38.8
4269,Eu1.5Ce0.5Sr2Cu2Nb1O10,23.5
12409,Ti45Nb40Si15,5.1
14314,Y1Ba2Cu2.7Al0.3O7,59.4
9752,Nd0.75Pr0.25Ba2Cu3O6.96,11.7
6281,K1.1Bi1O3,8.8
8680,Mo0.8W0.2C1,12.0
7509,La1Fe0.98Ru0.02As1F0.11O0.89,27.4
12615,Tl0.9Mo0.1Sr1.2La0.8Cu1O5,37.0
1340,Bi1.5Ga0.5Sr1.8Ca1.2Cu2O8,41.0
3470,Ce2Rh1In8,1.0833333333333333
15370,Yb0.9Pr0.1Ba1.7Sr0.3Cu3O6.9,81.0
14404,Y1Ba2Cu2.85Zn0.15O6.97,39.0
7635,La1Ni1Ga2,1.97
4395,Fe0.2Ba1Sr1Y1Cu2.8O7,36.1
13453,Y0.75Lu0.25Ba2Cu3O,88.2
14358,Y1Ba2Cu2.85Al0.15O,33.0
1260,Bi0.7Pb0.3Sr1Ca1Cu1.5PO,85.0
7939,La98Lu1.15Tb0.85,2.582
4684,Ga1Sb1,4.78
12846,Tl2Ba2Ca0.8Ce0.2Cu2O8,103.0
625,Ba0.6K0.4Bi0.6Pb0.4O3,9.2
1295,Bi1.35Pb0.85Sr1.47La0.38Cu1O6,35.0
4742,Ga9Ir2,2.225
4386,Fe0.05Ni0.05Zr0.9,3.9
10006,Nd1Ba2Cu2.85Ga0.15O6.62,23.0
2706,C22H14Rb3.1,6.9
15170,Y1Sr2Cu2.7Ti0.3O7,58.0
594,Ba0.613K0.387Bi1O3,30.7
4971,Gd1Nd0.85Ce0.15Cu1O4,5.9
15292,Y3Ba5Cu8O18,100.1
8596,Mo0.2Nb0.608Pd0.192,1.34
2244,Bi2Sr2Ca0.9K0.1Cu2O,76.0
4719,Ga25Mn4.92V70.08,10.1
1802,Bi2.1Sr1.8Ca1Cu1.96Co0.04O8,73.0
1124,Be0.9Ni0.1,1.48
5181,Hf1Os1P1,5.8149999999999995
9954,Nd1.85Ce0.15Cu1O3.97,20.0
13653,Y0.8Ca0.2Ba2Cu3O6.53,80.9
11953,Sr0.875Nd0.125Cu1O2,20.0
10781,Pr0.74Gd1.11Ce0.15Cu1O4,7.5
1885,Bi2Ni3Se2,0.73
10337,Pb0.5Cu0.5Sr0.8La1.2Cu1O5.1,34.9
6847,La1.798Sr0.202Cu1O4,30.5
7281,La1.8Sr0.2Cu0.99Zn0.01O4,22.2
14796,Y1Ba2Cu3Br0.9O6.2,92.0
2340,Bi2Sr2Ca1Cu2O8.11,86.45
12647,Tl1.7Hg0.3Ba2Ca1Cu2O,108.0
716,Ba0.9K0.1Ti2Sb2O1,5.13
8635,Mo0.5Re0.5,7.6000000000000005
10530,Pb1Sr2Y0.62Ca0.38Cu3O8,71.0
10723,Pd2Y1Pb1,2.3
2119,Bi2Sr2Ca0.6Nd0.4Cu2O,68.6
451,B2Mg0.5,36.0
9331,Nb1Si1As1,8.2
3757,Cu0.86Ge0.14,0.025
940,Ba1Ga0.78Si1.22,4.0
11009,Pt1V3.5,1.26
12118,Sr1Pt2.7Pd0.3P1,7.54
7890,La3Ir2Ge2,4.7
8192,Lu1Ni1.97Co0.06B2C1,14.0
7179,La1.87Sr0.13Cu0.9975Zn0.0025O4,28.92
1227,Bi0.3Pb0.7,8.63
13621,Y0.8Ca0.2Ba1.8La0.2Cu3O6.94,84.0
700,Ba0.8K0.2Bi0.3Pb0.7O3,7.2
13895,Y0.9Pr0.1Ba2Cu3O6.75,52.2
1440,Bi1.6Pb0.4Sr2Ca2Cu3O,106.28888888888889
12385,Ti0.775V0.225,4.7
14449,Y1Ba2Cu2.8Ni0.2O,73.0
2708,C2Li1,1.9
12785,Tl1Sr2Ca1Cu2F1.5O,50.0
6323,La0.3Nd0.7Pt2.1B2.4C1.2,4.28
4889,Gd1Ba2Cu2.67Fe0.33O7,11.8
14427,Y1Ba2Cu2.88Zn0.12O7,51.403333333333336
10101,Nd1Fe1As1O0.2,54.0
14635,Y1Ba2Cu2.97P0.03O7,96.663
4737,Ga4Mo1,8.593333333333334
15005,Y1Fe1As1O0.85,45.2
14208,Y1Ba2.01Cu2.806Cr0.194O7.3,62.0
12481,Tl0.5Ba2Ca1Mg1Cu1Zn2.5O10,112.0
3192,Cd1Hg1,1.96
8599,Mo0.2Ru0.8,1.66
8712,Mo1,0.9126666666666666
12811,Tl1Sr2Sr0.5Sm0.5Cu2O7,75.0
54,Ag1La1,1.0733333333333333
12122,Sr1Pt3P1,8.375
1338,Bi1.55Pb0.45Sr2Tb0.2Ca0.8Cu2O8,94.0
8221,Lu1Ru4B4,2.0
3746,Cu0.81Ge0.19,0.24
14715,Y1Ba2Cu2.9Ni0.1O6.71,29.0
10682,Pd1Zr2,2.36
111,Al0.18La0.82,4.65
9633,Nb41.25Ta13.75Ir45,4.35
2755,Ca0.25Cd0.75La1Ba1Cu3O,31.3
12123,Sr1Pt4Ge12,5.25
1205,Bi0.21In0.39Pb0.4Sr2Gd0.6Ca0.4Cu2O,57.5
7078,La1.85Sr0.15Cu0.988Co0.013O4,23.21
6686,La1.5Nd0.5Ca1Ba2Cu4.85Mo0.15O11.322,70.0
6849,La1.79Sr0.21Cu0.94Co0.06O4,31.8
7032,La1.85Sr0.15Cu0.96Ti0.04O4,26.1
8294,Mg0.55Al0.225Li0.225B2,25.6
14939,Y1Ba2Cu3O6.876,78.1
4026,Er0.7Pr0.3Ba2Cu3O,66.7
899,Ba1Fe1.922Rh0.078As2,15.9
11701,Sm1Fe1As1F0.6O0.6,55.0
5522,Hg1.4Tl0.6Ba2Y0.7Ca0.3Cu2O7.81,74.5
9317,Nb1Re1Si1,5.1
12330,Tc2Y1,8.8
1708,Bi1In1,7.95
6761,La1.74Nd0.125Sr0.135Cu1O4,21.0
6093,Ir0.7Re0.3,1.7
9258,Nb0.9Pt0.1,2.5
10301,Pb0.38Bi1.75Sr1.75Ca1.1Cu2O,82.5
13916,Y1,8.7
6795,La1.766Sr0.234Cu1O4,18.7
4329,Eu1Ba2Cu3S1O6,85.0
13535,Y0.84Pr0.1Ca0.06Ba2Cu3O7,84.6
9386,Nb2.94W0.06Al1,17.2
5374,Hg0.7V0.3Sr1.2La0.8Cu1O4,49.7
11007,Pt1V2.5,1.36
7683,La1Pt1.97Ge2.03,0.83
6618,La1.35Sm0.45Sr0.2Cu1O4,12.0
13243,Y0.3La0.7Ba2Cu3O6.98,82.0
12854,Tl2Ba2Ca0.95Y0.05Cu2O8,106.5
3879,Dy0.9Ca0.1Ba2Cu2.7Zn0.3O6.72,21.0
177,Al1Cr0.3Nb2.7,14.1
6964,La1.845Sr0.155Cu0.995Fe0.005O,30.0
11928,Sr0.67K0.33Fe2As2,21.7
2887,Ca1.3Sr2.7Cu3C0.55B4.5O3,100.0
6772,La1.75Nd0.1Ba0.15Cu1O4,12.0
6809,La1.776Nd0.074Sr0.014Ba0.136Cu1O4,30.0
6406,La0.84Sn3Tm0.16,3.3
7669,La1Pt0.1Ni0.9Si1,1.275
12976,Tm1Ba2Cu3O6.8,79.8
11328,Ru1Sr1.94La0.06Eu1Cu2O8,7.0
13943,Y1.8Ca0.2Ba4Cu7O,78.0
9181,Nb0.7Zr0.3,10.8
758,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.58,55.0
2344,Bi2Sr2Ca1Cu2O8.15,87.0
69,Ag5Pb2O6,0.0502
1265,Bi0.85Tl0.15,6.23
3872,Dy0.85Pr0.15Ba2Cu3O6.9,77.4
14738,Y1Ba2Cu3.84Co0.16O8,54.3
15301,Y4Os6Sn19,2.5
11794,Sn0.798Ge0.042In0.16Te1,2.36
5419,Hg0.8Mo0.2Sr2Cu1O4,72.0
2088,Bi2Sr2Ca0.5Y0.5Cu2O8.36,18.0
1343,Bi1.5Pb0.2Sr2Ca2Cu2.8Cr0.2O,108.0
12879,Tl2Ba2Ca1Cu2O7.978,95.0
5278,Hg0.67Tl1.33Ba2Ca1Cu2O8,100.0
4799,Gd0.7Ca0.15Mo0.15Ba2Cu3O6.716,86.3
3361,Ce1Fe1As0.7P0.3F0.05O0.95,18.15
12071,Sr1Fe2As2,27.566666666666666
9480,Nb3Al0.93Ge0.07,20.0
13327,Y0.5Pr0.5Ba2Cu3O6.65,18.7
9772,Nd0.8Ca0.1Pr0.1Ba2Cu3O7,70.8
1935,Bi2Sr1.4La0.6Ca1Cu2O8,25.5
6290,K1Ni2Se2,0.8
11356,Ru1Sr2Gd1Cu1.9Li0.1O8,19.0
2870,Ca0.8Nd0.2Ba1La1Cu3O6.99,73.8
12511,Tl0.5Pb0.5Ba1.6Sr0.4Ca2Cu3O,120.2
11180,Rh0.53Se0.47,6.0
10481,Pb0.9Zn0.1,7.12
13921,Y1.1Ba1.9Cu3O6.65,91.25
5298,Hg0.75Mo0.25Ba2Cu1O4.59,12.0
3870,Dy0.75Tb0.25Ni2B2C1,3.24
5804,Ho0.9La0.1Ni2B2C1,2.25
2092,Bi2Sr2Ca0.62Y0.38Cu2O8,72.4
8733,Mo1O2,12.0
858,Ba1Fe1.856Ni0.144As2,6.185
1910,Bi2Sr1.16La0.84Cu1O,3.0
5934,In0.83Te1,1.15
4467,Fe1.03Te0.9Se0.1,11.9
11436,Sc1Os1B2,1.34
13171,V3Si0.98Al0.02,16.12
4074,Er1Ba1Sr1Cu3O6.94,78.0
9342,Nb2.1Ta0.9Sn1,16.0
8247,Lu3Si5,7.0
12405,Ti2.01Nb0.99Sb1,1.96
15434,Zr0.12N1Cl1,12.7
11364,Ru1W1,7.5
13806,Y0.97Ca0.03Ba2Cu3O6.97,86.7
12754,Tl1Sr2.5Ba1.5Cu2Co3O,64.0
12152,Sr2Cu1C0.92B0.08O5,25.0
8586,Mo0.25Sr2Ce2Y1Cu2.75O11,54.5
9015,Nb0.1Ti0.4V0.5,5.3
9638,Nb4Co1Si1,6.0
11616,Sm1Ba2Cu3O6.65,32.8
3098,Ca2Sr2Cu3Ga1O9,73.0
6597,La1.25Ca0.3Ba1.45Cu3O7.11,67.1
2949,Ca10Pt4.3Fe9.7As18,33.9
9241,Nb0.95W0.05,7.25
735,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.04,50.0
14144,Y1Ba1.9La0.1Cu2.9Zn0.1O,50.8
7444,La1Ba2Cu3O7,91.53333333333335
216,Al2C1Mo3,9.025
598,Ba0.62K0.38Bi1O3.1,29.5
4476,Fe1.08Te0.55Se0.45O,14.5
15427,Zn0.04Zr1N1Cl1,15.0
13923,Y1.1Ba2Cu3O,77.5
1276,Bi0.8Sn0.2,7.3
10002,Nd1Ba2Cu2.775Ni0.225O7,72.0
14533,Y1Ba2Cu2.94Ni0.06O6.9,86.3
7073,La1.85Sr0.15Cu0.9875Co0.0125O4,22.9
4247,Eu1.23Pr0.27Ce0.5Sr2Cu2Nb1O10,2.9
9836,Nd1.1Ba1.9Cu3O6.935,76.0
11825,Sn0.92Ag0.05Te1,1.66
3049,Ca1Ir1Si3,3.3
7489,La1Fe0.905Zn0.095As1F0.28O0.68,3.5
5729,Hg2Ba1.6Sr0.4Y0.8Ca0.2Cu2O8,38.5
10879,Pr1.867Ce0.133Cu1O4,23.3
10722,Pd2Y0.9Yb0.1Sn1,4.37
6544,La0.9Pr0.1Ba1.5Sr0.5Cu3O6.904,44.0
3859,Dy0.01La0.99,3.77
3792,Cu1Cr0.9Fe0.1O2,98.0
14029,Y1Ba1.75Nd0.25Cu3O,93.0
1712,Bi1La2,0.76
14665,Y1Ba2Cu2.985Zn0.015O7,81.6
13259,Y0.47Pr0.53Ba2Cu3O7,8.0
12822,Tl2.5Nd1Sr2Cu2.5O,28.575
1979,Bi2Sr1.6La0.4Cu1O6.35,20.0
2339,Bi2Sr2Ca1Cu2O8.1,90.0
11479,Si21.75V69.43,16.2
11889,Sr0.1La1.9Cu1O4,33.0
15510,Zr2Co0.85Cu0.15,5.88
11178,Rh0.4Ta0.6,2.35
8948,Na1.5Ba6Si46,2.6
5793,Ho0.93La0.07Ni2B2C1,3.0
7579,La1Fe1As1H0.85,35.0
1804,Bi2.1Sr1.93Ca0.57Er0.4Cu2O8,0.1
2326,Bi2Sr2Ca1Cu2I0.4O8.242,56.7
2141,Bi2Sr2Ca0.75La0.25Cu2O8,17.4
8465,Mg1B1.95C0.05,36.0
10501,Pb1.8Bi0.2Sr1.1La0.9Cu2O6,24.0
12201,Sr3.1Ca5.9Bi0.4Y0.3Pb0.3Cu16.7O29,80.0
11255,Ru0.6Sr2Eu1Cu2.4O8,70.0
12760,Tl1Sr2Ca0.1Y0.9Cu2O6.97,87.0
13202,W0.801Zr0.199,2.01
14028,Y1Ba1.75La0.25Cu4O,60.1
15397,Yb1Ba2Cu2.99Zn0.01O7,87.8
2702,C1W1,5.465
8932,Na0.65H5Sn1.16S5.16Ta2O2.5,4.0
15372,Yb0.9Pr0.1Ba2Cu3O6.97,88.5
15265,Y2I2C2,9.85
11420,Sc0.3V0.7,6.76
7716,La1Ru2.925Fe0.075Si2,3.12
13504,Y0.7Gd0.3Rh4B4,3.54
9197,Nb0.86Rh1.04,3.76
7250,La1.8Sr0.2Ca1Cu2O6.03,51.0
13875,Y0.9Cs0.1Ba2Cu3O6.47,91.3
3400,Ce1Ir1In4.986Sn0.014,0.8
2421,Bi2Sr3Ca4Cu8O,104.0
840,Ba1Fe1.81Zn0.06Co0.13As2,19.0
14465,Y1Ba2Cu2.919Zn0.081O6.83,28.0
5875,I1Bi2Sr2Ca1Cu2O,73.25
9264,Nb0.9Ti0.1,9.61
7269,La1.8Sr0.2Cu0.98Ru0.02O4,15.6
8497,Mg1C1Ni2.95Co0.05,7.42
9788,Nd0.925Gd0.925Ce0.15Cu1O4,13.0
8525,Mg2Pb1,5.6
13688,Y0.8Pr0.1Ca0.1Ba2Cu3O7,83.0
8489,Mg1C1Ni2.7Fe0.3,6.88
5606,Hg1Ba2Ca9Cu10O,105.1
3387,Ce1Ir0.3Co0.7In5,2.0
11146,Rh0.04Ru0.96,0.38
1592,Bi1.8Pb0.2Sr2Ca1Cu1.84Fe0.16O8,26.1
2270,Bi2Sr2Ca1Cu1.54Au0.46O,74.7
11066,Rb1V6S8,0.65
2551,C,7.4
1139,Be22Re0.95Os0.05,9.2
13214,Y0.12Er0.88Rh4B4,8.74
8735,Mo1Rb0.3S2,6.25
4568,Fe1Te0.9Se0.1,9.6
7051,La1.85Sr0.15Cu0.97Ni0.03O4,16.78
9395,Nb20Ti75Ta5,7.1
983,Ba1Pd0.4Si1.6,1.11
8867,N12.8Nb1,16.1
2831,Ca0.78Ce0.22Fe2As2,36.2
3260,Ce0.985La0.015Pt3Si1,0.15
9639,Nb4Fe1Si1,6.8
1932,Bi2Sr1.49La0.51Cu1O6,28.5
2424,Bi2Sr8Cu4C3O21,34.666666666666664
8212,Lu1Re1B1C1,6.1
11892,Sr0.2La1.8Cu0.95Co0.05O4,16.0
5276,Hg0.66Pb0.34Ba2Ca1.98Cu2.9O8.4,143.0
5097,H0.64Nb0.85Pd0.15,4.3
8242,Lu2Sn1C1,5.2
3486,Co0.032Ti0.968,2.84
10218,Os0.025Zr0.975,2.97
3072,Ca1Rh1.2Sn4.5,8.7
2161,Bi2Sr2Ca0.7Y0.3Cu1.88Co0.12O,12.0
6646,La1.4Nd0.4Sr0.2Cu1O4,17.766666666666666
8713,Mo1.75Ru1.25B2,3.7
1998,Bi2Sr1.7La0.3Cu1O6,23.7
15073,Y1Ni1.9Co0.1B2C1,9.65
6374,La0.72Ce0.28Ru2,1.278
5673,Hg1Ba2Cu1O4.27,88.85
13255,Y0.45Pr0.55Ba2Cu3O6.98,10.1
3242,Ce0.875Yb0.125Co1In5,1.97
1864,Bi2Ca2.5Pr0.5Cu2O8.53,45.0
2318,Bi2Sr2Ca1Cu1.9Sn0.1O8,84.82
2639,C1.45Y0.9Zn0.1,13.0
8779,Mo5.22Zr94.78,4.0
8835,N0.62Pt0.38,4.21
14327,Y1Ba2Cu2.7Mn0.3O7,89.0
13266,Y0.4Cu0.6Ba1.4La0.6Cu3O6.95,81.0
8119,Lu0.87Gd0.13Ni2B2C1,9.715
1006,Ba1Ti2Sb1.4Sn0.6O1,2.49
4858,Gd1.4Ce0.6Ru1Sr2Cu2O10,42.0
779,Ba1Al0.95Si1.05,2.8
12927,Tl3Y1,1.52
2372,Bi2Sr2Ca1Cu2O8.26,85.5
11609,Sm1Ba2Cu2.9Ni0.1O7,72.0
11843,Sn0.97As0.007Te0.993,0.038
6960,La1.844Ce0.156Cu1O4,21.5
7221,La1.89Sr0.11Cu1O3.986,29.2
7531,La1Fe1As0.4P0.6F0.05O0.95,24.119999999999997
1031,Ba2Ca2Cu3F1.2O6.8,116.5
9063,Nb0.45Rh0.55,3.07
9381,Nb2.919Hf0.081Al1,16.5
5529,Hg1.4Tl0.6Ba2Y0.9Ca0.1Cu2O8,39.6
13681,Y0.8Gd0.2Ni2B2C1,8.1
3565,Cr0.28Ir0.72,0.83
5801,Ho0.9Ca0.1Ba2Cu3O7,89.0
10366,Pb0.5Sr2Ca0.5Y0.5Cu2.5O7,65.0
8699,Mo0.96Ru0.04Ga4,7.63
6583,La1.1Yb0.7Ba1.1Ca1.4Cu5O11.692,70.0
15317,Yb0.45Pr0.55Ba2Cu3O6.92,18.3
5427,Hg0.8Pb0.2Ba2Cu1O4,96.0
8682,Mo0.913Ti0.037,2.95
1695,Bi1.9Pr0.1Sr2Ca2Cu3O,97.0
9518,Nb3Ga0.8Sn0.2,16.2
386,Au30Pd3.3Te66.6,2.6
3328,Ce1Co1In4.9Sn0.1,1.02
7943,La98Lu2,4.643
12406,Ti2In1C1,3.1
4705,Ga1V1.95,5.3
913,Ba1Fe1.952Ni0.048As2,3.4633333333333334
11831,Sn0.95In0.05Te1,1.2733333333333332
14213,Y1Ba2.2Cu3O,96.0
6095,Ir0.7Ru0.1Rh0.2,0.05
14963,Y1Ba2Cu3O6.995,89.0
15378,Yb1.8Ba0.2Cu1O,65.3
6039,Ir0.3Rh0.64Se2,8.39
14723,Y1Ba2Cu2.9Ni0.1O7,81.60000000000001
796,Ba1Cu0.4Si1.6,2.11
14442,Y1Ba2Cu2.8Fe0.2O6.76,27.8
806,Ba1Fe1.3Ru0.7As2,19.7
6776,La1.75Nd0.1Sr0.15Cu1O4,31.75
4157,Er1Ni1.9625Co0.075B2C1,5.1
3739,Cu0.7Mo3Se4,5.9
456,B2Mg0.98,38.4
1650,Bi1.95Sr1.65La0.4Cu1O4,36.0
2069,Bi2Sr2Ca0.55Y0.45Cu2I1O8,55.0
10169,Ni20Zr80,3.4699999999999998
12628,Tl1.5Nd2Sr2Cu2O,28.65
6835,La1.78Sr0.22Cu0.98Zn0.02O4,9.555
12227,Ta0.25V0.75,2.8
7603,La1Ir1Si3,1.4733333333333334
6760,La1.745Nd0.14Sr0.115Cu1O4,17.5
11784,Sn0.7127Pb0.2373In0.05Te1,2.62
11766,Sn0.57Pb0.38In0.05Te1,0.703
7911,La3Ru4Ge13,3.9
5537,Hg1.5Pb0.5Ba2Y0.7Ca0.3Cu2O8,84.3
10459,Pb0.9848Tl0.0152,7.135
232,Al99.925Mn0.075,0.7
7576,La1Fe1As1H0.58O0.58,32.0
5285,Hg0.6Tl0.4Ba1.6La0.4Cu1O,21.5
2254,Bi2Sr2Ca0.9Y0.1Cu2O8,79.625
9487,Nb3Al0.95Ga0.05,19.2
13618,Y0.8Ca0.2Ba1.7Nd0.3Cu3O,63.0
10989,Pt0.22V0.78,1.76
9311,Nb1O1,1.38
14478,Y1Ba2Cu2.91Zn0.09O6.7,20.0
11201,Rh1Sn2,0.6
13919,Y1.01Ba2.03Cu2.808Li0.192O6.6,33.0
3316,Ce1Co1In4.92Sn0.08,1.22
10443,Pb0.8Sr0.8Ba1.2Y0.7Ca0.3Cu3.2O8.3,75.0
9974,Nd1Ba1.2Sr0.8Cu3O6.97,66.9
9456,Nb3Al0.67In0.33,16.0
2543,Bi8Sr6Ca6Cu9O33.85,72.5
3997,Er0.5Yb0.5Ba2Cu3O7,89.3
12288,Tb0.56Ca0.44Fe1As1O1,15.6
4841,Gd0.98Ca0.02Ba2Cu3O7,85.4
15185,Y1Sr2Cu2.8Mo0.2O7.1,71.0
2860,Ca0.88Ce0.12Fe2As2,33.2
9718,Nb99.445O0.555,8.5
5171,Hf0.9Ta0.1V2,9.49
5040,Ge1Ta3,8.0
8522,Mg1Pt1Si1,2.5
4272,Eu1.5Pr0.5Sr0.7Ba1.3Cu2.6C0.4O7,78.0
