material_id,composition,target_pred_n0,target_target
12086,Sr1Ir2As2,2.6452770233154297,2.8
498,B6Y1,3.457042694091797,6.641667
519,Ba0.2Na0.8Fe2As2,21.51768684387207,19.2
11884,Sr0.065Bi2Se3,1.3205108642578125,2.6
12036,Sr1Fe1.752Co0.248As2,13.010469436645508,13.2
12280,Ta25Ti75,5.220714569091797,6.0
5521,Hg1.4Tl0.6Ba2Y0.7Ca0.3Cu2O,75.3692626953125,60.1
2973,Ca1Al1Si1,4.057291030883789,6.57
11812,Sn0.8In0.2Te0.8Se0.2,2.272449493408203,3.8
10030,Nd1Ba2Cu3O6.67,77.33604431152344,29.0
4783,Gd0.6Pr0.2Ca0.2Sr0.8Ba1.2Cu3O,66.72855377197266,44.9
14500,Y1Ba2Cu2.931Zn0.069O6.7,33.83384704589844,28.0
2055,Bi2Sr2Ca0.45Y0.55Cu2O8,38.49900817871094,9.91
7764,La2.4S4Y0.6,0.8567466735839844,4.77
8167,Lu1.9Sc0.1Fe3Si5,4.290363311767578,4.33
2294,Bi2Sr2Ca1Cu1.96Co0.04I1O,49.079708099365234,41.5
9230,Nb0.92Sn0.08,10.407772064208984,5.6
12491,Tl0.5Ba2Ca2Cu3.45Co0.05O10,117.39802551269531,104.0
14547,Y1Ba2Cu2.94Zn0.06O6.75,37.54528045654297,37.0
9971,Nd1.8Ce0.2Cu1O4,16.718868255615234,1.3
8836,N0.6Ti1,3.824625015258789,1.17
10852,Pr1.84Ce0.16Cu1O,15.782115936279297,16.0
15216,Y2Ba4Cu7O14.33,61.731475830078125,22.0
2387,Bi2Sr2Ca1Cu2Zn0.05C1.6H0.8N0.4O,46.2483024597168,55.5
6317,La0.2Mo6.35Pb0.8S8,13.493505477905273,13.2
2998,Ca1Cs1Fe4As4,36.97711944580078,31.6
8130,Lu0.8Er0.2Ru1B2,5.641820907592773,7.85
3156,Ca9.75Lu0.25Pt3Fe10As18,16.894577026367188,10.9
15133,Y1Sr0.5Ba1.5Cu2.5S0.5O,81.06857299804688,75.6
2694,C1Ta0.2Zr0.8,8.30042839050293,4.6
14176,Y1Ba1Sr1Cu2.5B0.5O,34.57541275024414,41.2
1743,Bi1Pt1,1.0562286376953125,1.21
5151,Hf0.76Nb0.25,4.228303909301758,4.2
7464,La1C2,6.26646614074707,1.7475
7809,La2.9602Gd0.0398In1,3.8419055938720703,6.04
6680,La1.5Gd0.5Ca1Ba2Cu5O10,82.54936218261719,80.0
1353,Bi1.5Pb0.4Sb0.1Sr2Ca2Cu2O,126.48233032226562,114.7
14209,Y1Ba2.01Cu2.81Ni0.19O6.7,53.377906799316406,65.0
11143,Rh0.03Ti0.97,2.707122802734375,1.62
13991,Y1Ba1.5La0.5Cu3O7.19,35.051605224609375,38.3
12494,Tl0.5Ba2Ca2Cu3Ge0.5O10,122.32534790039062,103.0
9900,Nd1.665Tb0.185Ce0.15Cu1O4,21.2052001953125,13.5
2247,Bi2Sr2Ca0.9Nd0.1Cu2O,81.34634399414062,83.3
1986,Bi2Sr1.6Y0.1Ca1.3Cu2O8.23,93.6144027709961,89.0
13691,Y0.8Pr0.2Ba1Sr1Cu3O7,66.98519134521484,69.1
2371,Bi2Sr2Ca1Cu2O8.256,87.46299743652344,67.2
8810,Mo6Se6Br2,5.574033737182617,6.7
4624,Ga0.25Si0.75V3,12.403364181518555,18.6
5979,In3La1,2.0082550048828125,0.7
4127,Er1Ba2Cu2.9Zn0.1O,33.13603973388672,51.8
6271,K0.8Fe1.99Mn0.01Se2,29.72738265991211,31.0
10042,Nd1Ba2Cu3O6.98,79.12847900390625,91.0
7378,La1.9Sr0.1Cu1H0.1O4,26.5040283203125,28.9
14202,Y1Ba1Sr1Cu3O6.94,85.63748168945312,79.0
4347,Eu1Fe2As1.68P0.32,21.50420379638672,22.0
14859,Y1Ba2Cu3O4.86,57.593719482421875,93.2
14502,Y1Ba2Cu2.948Zn0.052O7,54.41899108886719,73.0
6591,La1.25Ca0.15Ba1.6Cu3O7.052,35.863792419433594,45.6
11994,Sr1.5Ba0.5Y1Cu2.8Ga0.2O7.2,34.937137603759766,61.0
2266,Bi2Sr2Ca1Cu1.2Li0.8O,99.18302917480469,81.3
6155,Ir0.99Pt0.01Te2,2.848093032836914,2.05
13137,V3Ga0.78Sn0.22,8.537561416625977,6.9
8885,Na0.22Co1H1.8O2.85,4.92979621887207,4.45
8534,Mn0.02Ti0.98,0.6693038940429688,1.9
9032,Nb0.25Zr0.75,7.4934539794921875,9.116667
14130,Y1Ba1.98La0.02Cu3O6.96,95.39170837402344,92.6
10009,Nd1Ba2Cu2.925Fe0.075O7,75.33834075927734,66.0
4451,Fe1.02Se1,8.64100456237793,6.0
2359,Bi2Sr2Ca1Cu2O8.216,87.48137664794922,78.0
10656,Pd1.05Te2,2.229917526245117,1.77
14624,Y1Ba2Cu2.97Gd0.03O7,38.65938186645508,40.4
4029,Er0.82Ca0.18Ba2Cu2.82Co0.18O6.71,75.14389038085938,84.5
10870,Pr1.85Ce0.15Cu0.99Zn0.01O4.065,21.541452407836914,18.41
12178,Sr2Sc1Fe1P1O3,14.592744827270508,12.0
13527,Y0.7Pr0.3Ba2Cu4O8,53.000885009765625,63.666668
11262,Ru0.7Nb0.3Sr2.2Gd1Ce1.8Cu2O,14.743644714355469,5.0
345,Au0.94In0.06,-1.3693771362304688,0.0111
15199,Y1Sr2Nb0.9Cu2.1O7.9,28.180662155151367,27.0
2766,Ca0.2Ba1.55La1.25Cu3O7.159,43.89720916748047,68.7
6179,Ir1Sn4,3.7101287841796875,0.93
788,Ba1Ca0.6Cd0.4La1Cu3O,67.81745910644531,45.3
7100,La1.85Sr0.15Cu0.993Co0.007O4,23.087303161621094,29.57
14795,Y1Ba2Cu3.9Zn0.1O8,26.75754165649414,18.66
14326,Y1Ba2Cu2.7In0.3O6.9,75.99696350097656,90.0
2697,C1Ta0.5W0.5,9.672601699829102,10.1
15341,Yb0.7Pr0.3Ba2Cu3O7,74.24003601074219,68.0
10403,Pb0.6Cu0.4Sr1La1Cu1O5.05,29.23589515686035,37.6
9083,Nb0.5Sn0.25Ta0.25,13.725116729736328,16.4
8566,Mo0.1Nb0.765Pd0.135,3.2342453002929688,1.53
10525,Pb1Se1Eu1S1,7.096019744873047,2.48
8894,Na0.28Pb0.72,4.228704452514648,7.2
237,As0.15Nb3Sn0.7Tl0.15,14.947652816772461,17.98
13718,Y0.8Pr0.2Ba2Cu3O7.65,73.1963882446289,66.5
3586,Cr0.75Rh0.25,2.0815486907958984,0.072
5411,Hg0.8Cr0.2Ba2Ca1Cu2O6.1,120.83955383300781,112.5
10373,Pb0.5V0.5Sr2Ca0.65Er0.35Cu2O,55.15619659423828,50.7
7677,La1Pt1.5Au0.5B2C1,6.465951919555664,10.65
2056,Bi2Sr2Ca0.46Pr0.54Cu2O,35.4741096496582,31.4
13177,V50Ti40Zr10,5.809713363647461,5.5
3354,Ce1Fe0.96Co0.04As1H1,15.777280807495117,2.0
12244,Ta0.78W0.22,2.916707992553711,1.36
409,B12Lu1,3.2757568359375,0.435
4895,Gd1Ba2Cu2.775Ni0.225O,64.94862365722656,65.0
666,Ba0.7K0.75Bi1O,17.072322845458984,29.0
3365,Ce1Fe1As0.95P0.05F0.05O0.95,17.8873291015625,17.2
9819,Nd1.04Ba1.96Cu3O7,79.40768432617188,86.0
9038,Nb0.2V0.8,5.100713729858398,4.03
7516,La1Fe0.99975Mn0.00025As1F0.11O0.89,19.296932220458984,23.8
3036,Ca1Fe1.94Ni0.06As2,17.934307098388672,15.0
1523,Bi1.7Pb0.3Sr2Ca0.94Nd0.06Cu2O8.1,94.20519256591797,81.27
14070,Y1Ba1.8La0.2Cu2.8Al0.2O,87.16464233398438,82.0
13878,Y0.9Eu0.1Ba2Cu3O7,94.18833923339844,92.0
12538,Tl0.5Pb0.5Sr2Ca2Cu3O,115.09761047363281,119.0
12993,Tm1Ni1.92Co0.16B2C1,5.669300079345703,4.4
9345,Nb2.34Zr0.66Sn1,16.834754943847656,17.7
9459,Nb3Al0.71Ge0.29,19.19814109802246,20.7
10195,O0.105Rh0.285Zr0.61,4.0289459228515625,11.8
12077,Sr1Ga0.75Si1.25,3.0092830657958984,3.67
1738,Bi1Pb1Sr3Ca3Cu4O,112.05531311035156,78.5
7017,La1.85Sr0.12Ca0.016Ba0.014Cu1O3.99,28.155662536621094,34.1
4150,Er1Ir3.6Rh0.4B4,2.6062545776367188,1.83
1219,Bi0.34In0.66,4.195213317871094,4.0
1028,Ba2Ca2.7Mg0.3Cu5O12,115.11614990234375,116.4
2726,C60Sr4,5.7694244384765625,4.4
12325,Tc0.95V0.05,9.279455184936523,10.99
9957,Nd1.85Ce0.15Cu1O4,17.817825317382812,21.0625
13633,Y0.8Ca0.2Ba2Cu2.8Co0.2O6.83,78.22090911865234,69.0
3548,Cr0.055V0.945,2.8089733123779297,1.89
5936,In0.87Te1,2.097095489501953,1.55
3667,Cu0.08Ti1Se2,2.662504196166992,4.14
225,Al3Mg2,1.5596351623535156,0.855
5085,H0.47Nb0.72Pd0.18W0.1,4.648712158203125,3.48
1392,Bi1.6Pb0.4Sr1.8Ba0.2Ca1.96Er0.04Cu3O,111.70101928710938,105.5
4598,Ga0.05Nb1Se2,3.2703495025634766,5.6
9629,Nb3Te4,1.724721908569336,1.7466667
14849,Y1Ba2Cu3H1O7,83.62155151367188,93.2
3818,Cu1Te2,2.851318359375,1.3
2665,C1Ir1Mo3,9.074934005737305,3.2
14340,Y1Ba2Cu2.82Al0.18O7,63.2633171081543,52.7
2058,Bi2Sr2Ca0.4Gd0.6Cu2O8,32.911964416503906,4.8
1482,Bi1.6Sr0.4Yb1Cu3O6.35,62.002079010009766,37.0
11903,Sr0.2Ta1S2,2.427705764770508,2.8
8373,Mg0.97Al0.03B2,36.93894577026367,37.3
10728,Pd2Zr1Al1,2.999330520629883,3.2
10323,Pb0.5Cd0.5La1Sr1Cu1O5,26.634674072265625,35.0
13737,Y0.925Ca0.075Ba2Cu3O6.68,59.203369140625,75.1
14462,Y1Ba2Cu2.919Zn0.081O6.7,32.899898529052734,17.0
14673,Y1Ba2Cu2.98Gd0.02O7,38.85564041137695,42.5
8084,Lu0.55Pr0.45Ba1.7Sr0.3Cu3O6.92,34.76902389526367,35.0
4225,Eu0.7Na0.3Fe2As2,29.39567756652832,32.0
6207,K0.1Li0.02W1O2.88F0.12,0.6523704528808594,1.1
2048,Bi2Sr2.4Ca0.6Cu2O8,85.42948913574219,94.2
10842,Pr1.7945Y0.0555Ce0.15Cu1O4,14.485925674438477,15.0
7690,La1Pt2.1B2.4C1.2,6.9703369140625,10.35
8540,Mn0.21Si1V2.79,10.539541244506836,15.5
11346,Ru1Sr2Gd1.3Ce0.7Cu2O10,32.50094985961914,40.0
11317,Ru0.9Sn0.1Sr2Gd1Cu2O8,33.11740493774414,39.0
7553,La1Fe1As1F0.08O0.92,23.02300453186035,26.6
11016,Pt3V1,0.555999755859375,0.508
14991,Y1Ba2Cu4O8,74.71912384033203,78.39375
14491,Y1Ba2Cu2.925Ni0.075O7,73.46676635742188,81.05
9779,Nd0.8Pr0.2Ba2Cu3O6.81,20.62865447998047,50.0
11949,Sr0.85Pr0.15Cu1O2,41.04567337036133,39.0
13119,V2.97Mo0.03Si1,11.19379997253418,16.0
4583,Fe2As2Sr4Mg0.4Ti1.6O6,34.92778015136719,28.0
924,Ba1Fe2As0.72P1.28,5.690303802490234,8.545
5778,Ho0.7Ca0.3Ba2Cu4O8,76.332275390625,87.0
7784,La2.6Ba3.4Cu6O14.06,16.47024917602539,26.0
2966,Ca1Al0.9Ga0.1Si1,3.6700363159179688,6.54
7573,La1Fe1As1H0.46O0.54,24.20433807373047,36.2
14662,Y1Ba2Cu2.985Mn0.015O,94.1867904663086,91.355
9554,Nb3Rh0.98Au0.02,4.350227355957031,2.53
713,Ba0.9K0.1Bi0.4Pb0.6O3,7.419313430786133,11.3
9649,Nb50Zr50,8.505046844482422,10.2
3502,Co0.5Rh0.5Si2,3.2867965698242188,2.25
14186,Y1Ba1Sr1Cu2.95Mo0.05O7.07,80.75667572021484,85.0
13937,Y1.6Ba2.4Cu3O10,98.53434753417969,90.0
12729,Tl1Sr1.5Ho0.5Ca1Cu2O7,89.86102294921875,80.0
11167,Rh0.1Zr0.9,5.093729019165039,9.9
10957,Pr1Pt4Ge10.5Sb1.5,2.3330039978027344,1.71
9390,Nb2.97W0.03Al1,16.07723045349121,18.0
363,Au1Ge1,1.7024822235107422,2.7
5345,Hg0.7Cr0.3Sr2Cu0.98Zn0.02O4,56.78138732910156,60.0
5491,Hg0.9Re0.1Sr2Cu1O4,75.41612243652344,54.0
3596,Cr1Ru3,-0.4034004211425781,3.3
1468,Bi1.6Pb0.4Sr2Cu2.9Mo0.1O,108.94512939453125,107.0
5775,Ho0.75Lu0.25Ni2B2C1,6.187372207641602,8.81
15139,Y1Sr1Ba1Cu2.5B0.5O,34.575408935546875,25.0
13041,V0.72Si0.17Al0.11,13.696113586425781,10.3
9405,Nb25Ti65Ta10,7.017417907714844,8.4
11429,Sc0.9Y0.1Ni2B2C1,12.817420959472656,15.1
12214,Ta0.03Zr0.97,2.578998565673828,2.01
4635,Ga0.3Hg0.7Sr2Y0.3Ca0.7Cu2O,91.41265106201172,86.0
9863,Nd1.35Pr0.15Ce0.5Sr2Cu2Nb1O10,10.766178131103516,11.3
5814,Ho1Ba2Cu2.55Ni0.45O7,72.44046020507812,75.0
8474,Mg1C0.771B0.154Ni3,4.854516983032227,6.44
11886,Sr0.15Eu0.85Fe1.76Co0.24As2,8.26580810546875,2.0
2855,Ca0.85Nd0.15Fe1As2,7.82843017578125,14.0
6076,Ir0.71Mo0.29,2.121572494506836,0.12
6804,La1.774Sr0.226Cu1O4,27.912927627563477,19.8
12640,Tl1.6Ba2Ca2.4Cu3O9.67,122.30641174316406,118.0
11261,Ru0.77Rh0.23As1,2.133749008178711,1.88
8310,Mg0.7Al0.15Li0.15B2,26.352458953857422,28.55
9497,Nb3Al0.98Ge0.02,19.74768829345703,19.3
3431,Ce1Rh0.1Ir0.9In5,2.200592041015625,0.35
9925,Nd1.85Ce0.15Cu0.985Fe0.015O4,12.796615600585938,6.5
11686,Sm1Fe1As1F0.06O0.94,33.249237060546875,36.4
15392,Yb1Ba2Cu2.94Zn0.06O7,68.63723754882812,72.1
14933,Y1Ba2Cu3O6.852,81.00851440429688,89.2
11254,Ru0.6Sn0.4Sr2Gd1Cu2O8,33.85978698730469,24.525
11703,Sm1Fe1As1H0.066O0.934,28.20098114013672,43.3
11476,Si1Ta1,2.7732791900634766,4.28
10948,Pr1Os3.4Ru0.6Sb12,1.8707408905029297,1.53
7174,La1.87Ce0.13Cu1O4,19.956924438476562,21.833334
10996,Pt0.5W0.5,3.0487937927246094,1.45
2962,Ca1Al0.74Si1.26,3.9293079376220703,2.46
2764,Ca0.2Ba1.55La1.25Cu3O7.07,43.188377380371094,46.1
7488,La1Fe0.8Zn0.2As1F0.15O0.85,18.164653778076172,25.5
2040,Bi2Sr1.9La0.1Cu1O6,13.841835021972656,14.325
14343,Y1Ba2Cu2.82Fe0.18O6.895,45.271644592285156,87.7
15101,Y1Pt0.5Ge1.5,3.422994613647461,3.3
696,Ba0.88K0.12Fe2As2,6.5106201171875,10.0
2452,Bi3Ni0.95Fe0.05,3.9160404205322266,4.08
6031,Ir0.34Nb0.66,4.119394302368164,2.25
12769,Tl1Sr2Ca0.5Sm0.5Cu2O6.75,88.28812408447266,37.6
7154,La1.86K0.14Cu1O3.97,22.701656341552734,33.0
8579,Mo0.25Sr2Ce2.01Eu0.99Cu2.75O11,37.515708923339844,37.1
5933,In0.82Te1,2.134977340698242,1.04
6991,La1.855Sr0.145Cu1O4,28.025131225585938,33.55
2550,Br2,-0.212677001953125,1.4
7111,La1.85Sr0.15Cu0.996Co0.004O4,26.1613712310791,30.0
8552,Mo0.05Tc0.95,9.358503341674805,10.8
195,Al1Pb1,4.6513671875,1.2
552,Ba0.52K0.48Bi1O2.93,25.041912078857422,20.6
11268,Ru0.85Rh0.15Sr2Gd1Cu2O8,21.892772674560547,19.0
8509,Mg1C1Ni2.99Fe0.01,5.719635009765625,6.25
12813,Tl1Sr2Sr0.5Tm0.5Cu2O7,84.00271606445312,84.5
11657,Sm1Fe0.94Ni0.06As1O1,15.263214111328125,9.0
3719,Cu0.5Zn0.5Ir2S4,1.6673908233642578,2.195
1313,Bi1.4Pb0.6Sr1.8Ca1Nd0.2Cu2O8,96.20083618164062,84.0
4193,Eu0.012La0.988,2.962381362915039,2.15
12291,Tb0.7Pr0.3Ba2Cu3O,68.85456085205078,50.0
2382,Bi2Sr2Ca1Cu2O8.428,87.38006591796875,42.1
3318,Ce1Co1In4.94Sn0.06,1.4543571472167969,1.565
13336,Y0.5Pr0.5Ba2Cu3O6.98,12.987586975097656,21.9
14659,Y1Ba2Cu2.982Zn0.018O7,78.36839294433594,82.0
2050,Bi2Sr2.65Ca0.35Cu2O8,79.20674133300781,93.6
5732,Hg2Ba1.9Sr0.1Y0.8Ca0.2Cu2O8,32.9683952331543,27.0
5583,Hg1Ba2Ca2Cu3O8.18,131.39950561523438,94.0
13070,V0.75Si0.225Al0.025,13.672264099121094,13.5
3607,Cs0.1Li0.02W1O2.88F0.12,1.5724239349365234,4.0
11656,Sm1Fe0.94Ni0.06As1F0.12O0.88,30.521772384643555,18.8
12707,Tl1Ba2Sr2Cu2C1O10,74.55200958251953,61.0
6160,Ir0.9Pd0.1,-0.06812667846679688,0.032
11045,Rb0.77Fe1.61Se2,31.97201156616211,32.6
9979,Nd1Ba1.6Ca0.4Cu3O6.828,64.63920593261719,65.0
9022,Nb0.25Mo0.75C1,10.838912963867188,13.1
1976,Bi2Sr1.6La0.4Cu1O6.29,19.385234832763672,30.6
12736,Tl1Sr1.5Tm0.5Ca1Cu2O7,89.53933715820312,84.0
4389,Fe0.08Nb0.05Ti0.87,3.402528762817383,4.7
14987,Y1Ba2Cu4O7.9,69.48247528076172,78.3
9138,Nb0.75Al0.15Si0.1,16.0477294921875,15.4
13364,Y0.6Ca0.2Pr0.2Ba2Cu3O7,65.81362915039062,67.1
6330,La0.4Pr0.4Ba1Ca1Cu3O7,46.61997985839844,14.0
12126,Sr1Si1.8Ni0.2,1.8853015899658203,2.6
381,Au22La78,3.315826416015625,3.934
11568,Sm1.75Gd0.1Ce0.15Cu1O3.97,13.024234771728516,21.4
8771,Mo3Se4,3.3838882446289062,6.233333
360,Au1Ga1,1.6444892883300781,1.2
13228,Y0.2Eu0.8Ba2Cu3O7,87.70796203613281,93.8
7412,La1Ba1.6Sr0.4Cu3O,68.67724609375,65.3
3981,Er0.45Ca0.4Hf0.15Ba2Cu3O7.1,84.82308959960938,66.0
2321,Bi2Sr2Ca1Cu2I0.03O8.21,93.34840393066406,86.6
6178,Ir1Sn2,2.675029754638672,0.715
14881,Y1Ba2Cu3O6.48,58.54804611206055,41.49
7382,La1.9Sr0.1Cu1O4.01,27.718847274780273,29.0
7392,La1Ba0.9Ca1.1Cu3O7.05,66.5950698852539,71.0
7360,La1.9Ca1.1Cu2O6,49.79269790649414,41.0
12891,Tl2Ba2Ca3Cu4O12,122.56838989257812,114.5
5500,Hg1.2Tl0.8Ba2Ca2Cu3O,78.97883605957031,70.05
10079,Nd1Fe0.98Mn0.02As1F0.11O0.89,22.604093551635742,27.1
190,Al1Nb2.1V0.9,12.341468811035156,12.5
15489,Zr1Ru1Si1,4.35406494140625,9.733334
14252,Y1Ba2Cu2.4Ni0.6S0.6O,78.5542221069336,70.0
15504,Zr2Co0.75Cu0.25,4.266275405883789,4.89
12549,Tl0.5V0.5Sr2Ca0.8Y0.2Cu2O,100.90473937988281,100.0
10548,Pb2Cu0.9La1.1Cu2O6.28,13.378400802612305,33.4
8441,Mg1B1.792C0.208,28.067914962768555,25.5
430,B1Sr2Ca4Cu5O5,120.04486083984375,85.0
7931,La7Pd3,2.7288284301757812,1.48
5737,Hg2Ba2Y1Cu2O8,26.44643211364746,21.0
11523,Sm0.96La0.84Sr0.2Cu1O4,25.167800903320312,35.0
9792,Nd0.95Ca0.025Pr0.025Ba2Cu3O7,85.83914947509766,86.1
4481,Fe1.12Se0.3Te0.7,10.538631439208984,13.7
11545,Sm1.2Ba1.8Cu3O6.965,56.501930236816406,47.0
13217,Y0.16Lu0.84Ni2B2C1,12.930347442626953,15.2
4257,Eu1.3Pr0.2Ce0.5Sr2Cu2Nb1O10,9.929309844970703,13.4
12550,Tl0.5V0.5Sr2Ca1Cu2O,106.5994873046875,83.5
11742,Sn0.05Fe1Se0.93,5.647480010986328,7.0
5471,Hg0.97Tl0.03,3.9814376831054688,4.109
425,B1Sr2Ca2Cu3O5,101.20037841796875,75.0
12779,Tl1Sr2Ca0.8Ce0.2Cu2O7,56.504920959472656,29.4
12986,Tm1Ir2Rh2B4,3.425426483154297,4.38
6698,La1.5Y0.5Ba2Ca1Cu5O,77.803955078125,78.0
5379,Hg0.7V0.3Sr1.7La0.3Cu1O4,54.26073455810547,49.7
7359,La1.9Ca0.1Cu1O4,26.090961456298828,20.5
1101,Ba8Si40Ga6,4.634914398193359,3.3
3557,Cr0.152Ti0.848,1.0191307067871094,4.18
2635,C1.3La1,4.525339126586914,8.3
9789,Nd0.92Pr0.08Ba2Cu3O7,63.94237518310547,68.2
2124,Bi2Sr2Ca0.6Y0.4Cu1.92Co0.08O,43.29267501831055,9.0
2793,Ca0.4Ba1.25La1.35Cu3O7.19,57.54045104980469,72.9
4468,Fe1.049Se0.2Te0.8,9.053264617919922,11.0
13236,Y0.33Ba0.67Cu3O,90.78417205810547,97.0
163,Al0.99Li0.01,1.7185039520263672,1.07
13328,Y0.5Pr0.5Ba2Cu3O6.66,12.674493789672852,3.5
5004,Ge0.3Cu0.7Sr2Ca3Cu4O11.05,111.45634460449219,7.0
1930,Bi2Sr1.43La0.57Cu1O6,17.271215438842773,28.5
938,Ba1Fe2As3,11.942560195922852,35.4
11282,Ru0.8Sr2Y1Cu2.2O7.8,37.0625114440918,43.0
13225,Y0.25Pr0.75Sr2Cu2.8Re0.2O7,11.639337539672852,14.0
1518,Bi1.7Pb0.3Sr2Ca0.7Y0.3Cu2O8.26,57.88505554199219,73.0
10825,Pr0.98La0.02Os4Sb12,2.0135135650634766,1.8
3249,Ce0.916Yb0.084Co1In5,1.1131973266601562,1.84
6194,Ir2Zr1,3.2284107208251953,4.1
5056,Ge3Te4,2.6668949127197266,1.55
13239,Y0.375Lu0.625Ba2Cu3O,89.41033935546875,86.9
1280,Bi1.08Ta1S3.08,2.761850357055664,0.76
6216,K0.33Ta1S2,1.8954696655273438,3.8
6592,La1.25Ca0.15Nd0.6Cu1O4,14.350202560424805,25.0
5628,Hg1Ba2Cu0.99Zn0.01O4,88.78014373779297,89.0
13061,V0.75Ge0.1875Al0.0625,10.037765502929688,11.4
3498,Co0.44Mo0.56,2.4128875732421875,13.0
2968,Ca1Al1.1Si0.9,4.3311004638671875,6.63
6243,K0.75La0.25Bi1O3,2.6531600952148438,12.2
10893,Pr1.91Ce0.09Cu1O4,19.153728485107422,21.5
9951,Nd1.85Ce0.15Cu1O,14.443428039550781,22.0
231,Al6Re1,5.281867980957031,1.85
4242,Eu0.9Pr0.1Ba2Cu3O7,87.24594116210938,73.05
4446,Fe0.9Se0.25Te0.75,10.792879104614258,9.7
1957,Bi2Sr1.6Ca1.2Gd0.2Cu2O8.26,78.45474243164062,87.1
591,Ba0.5La1.5Cu1O4,21.51359748840332,23.0
1212,Bi0.2Pb0.3La1.3Sr1.2Cu2O5.78,39.264495849609375,50.0
4312,Eu1Ba2Cu2.99Zn0.01O7,90.87569427490234,91.3
12700,Tl1Ba2Ca2Cu3O8,125.21980285644531,123.0
568,Ba0.59K0.41Fe2As2,35.410987854003906,36.9
6856,La1.79Sr0.21Cu0.99Ru0.01O4,14.696504592895508,22.1
3255,Ce0.95Nd0.05Co1In5,1.0865287780761719,1.95
8296,Mg0.5Co0.5B2,8.063194274902344,31.5
6182,Ir1V2,2.0581531524658203,1.39
5755,Ho0.25Y0.75Ni2B2C1,10.198244094848633,13.8
9225,Nb0.8W0.2,6.129964828491211,4.68
11920,Sr0.5Ce0.5F1Bi1S2,1.3426475524902344,2.755
11072,Rb3C60C60,31.98708724975586,29.0
8437,Mg1B1.6Be0.4,25.834182739257812,20.9
2571,C0.3Ba2Ca4Cu5.7O11.18,119.39472961425781,117.5
13032,V0.63Si0.14Al0.23,8.853277206420898,9.7
3166,Cd0.06Cu0.94Se2,8.488466262817383,1.3
2486,Bi4Sr3Ca1.6Y1.4Cu4O16,75.85400390625,79.8
14352,Y1Ba2Cu2.841Co0.159O6.8,65.35272979736328,54.0
2438,Bi3.925Co0.075S3O4,2.270273208618164,4.3775
2469,Bi3Te1,5.576452255249023,0.875
10043,Nd1Ba2Cu3O7,79.27308654785156,91.62035
9240,Nb0.95V0.05N0.85,11.843881607055664,7.12
11836,Sn0.96In0.04Te1,0.9155960083007812,1.22
12136,Sr2BaCu1F2O2,75.68638610839844,46.0
2047,Bi2Sr2.2Ca0.8Cu2O8,87.40369415283203,89.9
11459,Si0.01V0.99,2.997793197631836,4.66
9640,Nb4Ni1Si1,7.178031921386719,7.7
11162,Rh0.12Ti0.88,3.571949005126953,4.0
13125,V2Hf0.9Ta0.1,8.015859603881836,9.82
1437,Bi1.6Pb0.4Sr2Ca2Cu3F0.65O,118.81448364257812,100.0
7951,Li0.17Zr1N1Cl1,14.165323257446289,14.2
11442,Sc3.5Dy1.5Ir4Si10,4.084375381469727,4.465
7822,La2C2Br2,2.456024169921875,7.03
2821,Ca0.67Sr0.33Fe2As2,23.22849464416504,22.0
13627,Y0.8Ca0.2Ba2Cu2.75Co0.25O7.01,76.62813568115234,82.2
4986,Gd2Ba4Cu7O15,82.51455688476562,45.0
8526,Mg2Zn11,-1.1846847534179688,0.88
7446,La1Bi1S0.6Se1.4F0.5O0.5,8.174335479736328,3.01
3923,Dy1Ba2Cu2.98Zn0.02O6.87,86.07145690917969,81.0
12046,Sr1Fe1.7Pt0.3As2,13.109964370727539,12.6
14570,Y1Ba2Cu2.95Al0.05O7,91.59294128417969,88.0
9867,Nd1.3Ba1.5Ca0.2Cu3O6.952,43.8598747253418,36.0
3844,Cu5.5V0.5Sr2.4Ca3.6O,87.52243041992188,75.0
6487,La0.962Tm0.038Sn3,3.830690383911133,5.49
8288,Mg0.23Al0.77B2,5.952079772949219,5.1
5780,Ho0.7Lu0.3Ni2B2C1,6.46143913269043,8.72
14860,Y1Ba2Cu3O6,53.22833251953125,31.94
10263,Os2Zr1,5.917058944702148,2.95
2376,Bi2Sr2Ca1Cu2O8.288,87.44981384277344,90.2
4327,Eu1Ba2Cu3O7.01,95.90971374511719,90.0
12293,Tb1Fe1As1F0.1O0.9,40.456871032714844,50.5
15283,Y2Pd1Ge3,1.8458175659179688,3.125
7309,La1.929Na0.071Cu1O4,30.462379455566406,28.0
13418,Y0.6Pr0.4Ba2Cu4O7.95,39.25306701660156,63.0
7596,La1Gd1Ba2Ca2Cu6O14.1,63.5948486328125,79.0
4884,Gd1Ba1Sr1Cu3O6.9371,77.42062377929688,76.5
3060,Ca1La1Ba1Cu2.97Zn0.03O7,63.578399658203125,60.0
7510,La1Fe0.98Zn0.02As1F0.1O0.9,6.874168395996094,25.5
2720,C60Cs3,31.35315704345703,29.533333
5671,Hg1Ba2Cu1O4.22,80.91616821289062,97.0
4786,Gd0.6Pr0.4Ba2Cu3O7,21.34600830078125,18.45
12553,Tl0.64Pb0.2Bi0.16Sr2Ca3Cu4O,120.24098205566406,122.5
5980,In3Lu1,-0.7755355834960938,0.24
6391,La0.7Nd0.3Pt2.1B2.4C1.2,3.4018287658691406,7.84
