material_id,composition,target_pred_n0,target_target
1307,Bi1.4Pb0.5Sb0.1Sr2Ca2Cu3O10,108.70747375488281,106.9
1308,Bi1.4Pb0.6Ca2Sr2Cu3O,99.97454833984375,108.0
1309,Bi1.4Pb0.6Sr1.4Ca1Nd0.6Cu2O8.22,44.33443069458008,25.0
1310,Bi1.4Pb0.6Sr1.65La0.35Cu1O,30.194955825805664,33.1
1311,Bi1.4Pb0.6Sr1.6Ca1Nd0.4Cu2O8,67.92219543457031,62.0
1312,Bi1.4Pb0.6Sr1.6La0.4Cu1O6.068,24.438173294067383,28.0
1313,Bi1.4Pb0.6Sr1.8Ca1Nd0.2Cu2O8,78.708251953125,84.0
1314,Bi1.4Pb0.6Sr2Ca0.4Nd0.6Cu2O8.24,55.31114196777344,65.0
1315,Bi1.4Pb0.6Sr2Ca0.8Nd0.2Cu2O8,79.75579833984375,87.0
1316,Bi1.4Pb0.6Sr2Ca1.2Ga0.8Cu3O7,64.41857147216797,67.7
1317,Bi1.4Pb0.6Sr2Ca1.4Ga0.6Cu3O7,69.1668472290039,70.6
1318,Bi1.4Pb0.6Sr2Ca1.6Ga0.4Cu3O7,74.71995544433594,69.4
1319,Bi1.4Pb0.6Sr2Ca1.7Ga0.3Cu3O7,78.61524963378906,67.4
1320,Bi1.4Pb0.6Sr2Ca1.8Ga0.2Cu3O7,84.44889831542969,68.2
1321,Bi1.4Pb0.6Sr2Ca1.9Ga0.1Cu3O7,94.07225036621094,104.4
1322,Bi1.4Pb0.6Sr2Ca1Cu2O8,86.32701873779297,91.0
1323,Bi1.4Pb0.6Sr2Ca1Ga1Cu3O7,59.420135498046875,66.5
1324,Bi1.4Pb0.6Sr2Ca2Cu3O7,104.56404113769531,108.5
1325,Bi1.4Pb0.6Sr2Eu1.65Ce0.35Cu2O,32.35765075683594,35.0
1326,Bi1.4Pb0.6Sr2Ga2Cu3O7,60.451988220214844,62.7
1327,Bi1.4Pb0.6Sr2Y1.65Ce0.35Cu2O10,26.05990219116211,23.5
1328,Bi1.4Pb0.7Sr2Ca0.97Y0.03Cu2O8,87.24082946777344,98.0
1329,Bi1.4Pb0.8Sr2Ca1Cu2O8,88.32518005371094,97.5
1330,Bi1.4V0.6Sr2Ca2Cu3O10,72.30982971191406,67.0
1331,Bi1.52Pb0.48Sr2Ca2Cu3O16,95.79728698730469,107.17
1332,Bi1.55Pb0.45Sr2Dy0.2Ca0.8Cu2O8,96.30062866210938,95.0
1333,Bi1.55Pb0.45Sr2Er0.2Ca0.8Cu2O8,88.52775573730469,94.0
1334,Bi1.55Pb0.45Sr2Eu0.2Ca0.8Cu2O8,91.4610824584961,91.0
1335,Bi1.55Pb0.45Sr2Eu1.65Ce0.35Cu2O,31.973543167114258,33.0
1336,Bi1.55Pb0.45Sr2Gd0.2Ca0.8Cu2O8,83.08003997802734,93.0
1337,Bi1.55Pb0.45Sr2Ho0.2Ca0.8Cu2O8,90.2931137084961,94.0
1338,Bi1.55Pb0.45Sr2Tb0.2Ca0.8Cu2O8,98.62367248535156,94.0
1339,Bi1.5Cd0.5Sr2Ca1Cu2O,35.843868255615234,45.0
1340,Bi1.5Ga0.5Sr1.8Ca1.2Cu2O8,52.33401107788086,41.0
1341,Bi1.5La4Pb1.5,4.361467361450195,2.4
1342,Bi1.5La4Sb1.5,3.2143611907958984,0.158
1343,Bi1.5Pb0.2Sr2Ca2Cu2.8Cr0.2O,88.33749389648438,108.0
1344,Bi1.5Pb0.2Sr2Ca2Cu2.8Fe0.2O,25.18755531311035,24.0
1345,Bi1.5Pb0.2Sr2Ca2Cu2.8Mn0.2O,97.88792419433594,107.6
1346,Bi1.5Pb0.2Sr2Ca2Cu2.8Ni0.2O,59.58519744873047,54.0
1347,Bi1.5Pb0.2Sr2Ca2Cu2.8Sc0.2O,99.9114990234375,109.0
1348,Bi1.5Pb0.2Sr2Ca2Cu2.8Ti0.2O,100.86541748046875,106.0
1349,Bi1.5Pb0.2Sr2Ca2Cu2.8V0.2O,104.48529052734375,106.0
1350,Bi1.5Pb0.2Sr2Ca2Cu2Zn0.2O,80.97445678710938,82.3
1351,Bi1.5Pb0.4Sb0.06Sr2Ca2Cu2O,119.20077514648438,113.0
1352,Bi1.5Pb0.4Sb0.18Sr2Ca2Cu2O,118.48263549804688,114.0
1353,Bi1.5Pb0.4Sb0.1Sr2Ca2Cu2O,119.18147277832031,114.7
1354,Bi1.5Pb0.4Sb0.1Sr2Ca2Cu3O,111.61605834960938,121.0
1355,Bi1.5Pb0.4Sb0.32Sr2Ca2Cu2O,116.07730102539062,116.5
1356,Bi1.5Pb0.52Sr1.63Ba0.29Ca2.04Cu3O,110.18463134765625,109.6
1357,Bi1.5Pb0.5Sr1.4La0.6Cu1O6.118,23.377843856811523,10.8
1358,Bi1.5Pb0.5Sr1.5La0.5Cu1O6.074,23.668458938598633,18.1
1359,Bi1.5Pb0.5Sr1.6La0.4Cu1O6.044,23.843557357788086,28.1
1360,Bi1.5Pb0.5Sr1.6La0.4Cu1O6.055,23.812091827392578,28.4
1361,Bi1.5Pb0.5Sr1.7La0.3Cu1O5.993,24.088659286499023,15.6
1362,Bi1.5Pb0.5Sr1.8La0.2Cu1O5.983,24.27750015258789,9.2
1363,Bi1.5Pb0.5Sr2Eu1.65Ce0.35Cu2O,32.037925720214844,33.0
1364,Bi1.61Pb0.3Sr1.65La0.36Cu1.08O6,23.92479705810547,34.0
1365,Bi1.62Pb0.38Sr2Ca2Cu3O16,94.84585571289062,104.44
1366,Bi1.63Pb0.34Sr1.53La0.41Cu1.01O6,23.05569839477539,31.0
1367,Bi1.64Pb0.36Sr2Ca0.67Y0.33Cu2O8,60.27900695800781,25.0
1368,Bi1.64Pb0.36Sr2Ca0.79Y0.21Cu2O8,75.17107391357422,86.0
1369,Bi1.64Pb0.36Sr2Ca0.95Y0.05Cu2O8,83.88260650634766,76.0
1370,Bi1.65Pb0.35Sr2Ca1Cu2O8,81.16033935546875,88.7
1371,Bi1.65Pb0.35Sr2Ca2Cu3FO,110.43083190917969,117.2
1372,Bi1.65Pb0.35Sr2Ca2Cu3O10,93.50205993652344,100.8
1373,Bi1.66Pb0.34Sr1.52La0.4Cu1.1O6,23.228416442871094,21.0
1374,Bi1.66Pb0.34Sr2Ca2Cu3O10,93.38018798828125,100.0
1375,Bi1.69Pb0.3Sr1.92La0.16Cu1.08O6,23.636249542236328,24.0
1376,Bi1.6Pb0.35V0.05Sr2Ca2Cu3O10.12,108.16105651855469,103.7
1377,Bi1.6Pb0.3Sb0.1Sr2Ca2Cu3O,112.21087646484375,111.62
1378,Bi1.6Pb0.3Sb0.1Sr2Ca2Cu3O10,109.50437927246094,109.0
1379,Bi1.6Pb0.3Sr2Ca2Cu3V0.1O10.12,105.35659790039062,102.5
1380,Bi1.6Pb0.3Te0.1Sr2Ca3Cu4O,111.76519775390625,102.7
1381,Bi1.6Pb0.3W0.1Sr2Ca2Cu3O,101.27723693847656,108.0
1382,Bi1.6Pb0.43Sr1.39La0.5Cu1.09O6,23.139062881469727,5.0
1383,Bi1.6Pb0.4Sb0.1Sr2Ca2Cu2O,119.15380859375,134.125
1384,Bi1.6Pb0.4Sr1.65La0.35Cu1O,28.85717010498047,36.716667
1385,Bi1.6Pb0.4Sr1.6Ca1Nd0.4Cu2O8.17,67.01541137695312,79.0
1386,Bi1.6Pb0.4Sr1.6La0.4Cu0.97Mn0.03O,26.059284210205078,20.1
1387,Bi1.6Pb0.4Sr1.6La0.4Cu0.98Mn0.02O,26.518434524536133,26.1
1388,Bi1.6Pb0.4Sr1.6La0.4Cu0.99Mn0.01O,27.35334587097168,30.9
1389,Bi1.6Pb0.4Sr1.6La0.4Cu1O,28.830110549926758,30.4
1390,Bi1.6Pb0.4Sr1.6La0.4Cu1O4,28.02036476135254,36.0
1391,Bi1.6Pb0.4Sr1.6La0.4Cu1O6.082,23.259868621826172,23.0
1392,Bi1.6Pb0.4Sr1.8Ba0.2Ca1.96Er0.04Cu3O,102.00547790527344,105.5
1393,Bi1.6Pb0.4Sr1.8Ba0.2Ca1.97Er0.03Cu3O,103.84669494628906,106.0
1394,Bi1.6Pb0.4Sr1.8Ba0.2Ca1.98Er0.02Cu3O,105.7967529296875,107.0
1395,Bi1.6Pb0.4Sr1.8Ba0.2Ca1.99Er0.01Cu3O,106.66162109375,107.6
1396,Bi1.6Pb0.4Sr1.8Ba0.2Ca1Cu3O,91.67927551269531,109.3
1397,Bi1.6Pb0.4Sr1.8Ca0.9Cu2O,71.68475341796875,75.3
1398,Bi1.6Pb0.4Sr1.8Ca1Nd0.2Cu2O8.11,77.43965911865234,87.0
1399,Bi1.6Pb0.4Sr1.95K0.05Ca2Cu3F0.8O0.2,106.25035095214844,105.6
1400,Bi1.6Pb0.4Sr1.98K0.02Ca2Cu3F0.8O0.20,104.04690551757812,106.6
1401,Bi1.6Pb0.4Sr1.9La0.1Cu1O6,23.069541931152344,43.3
1402,Bi1.6Pb0.4Sr2Ca0.6Nd0.4Cu2O8.26,71.5426025390625,85.0
1403,Bi1.6Pb0.4Sr2Ca0.8Nd0.2Cu2O8.16,78.40139770507812,87.0
1404,Bi1.6Pb0.4Sr2Ca0.8Y0.2Cu2O8,77.32693481445312,81.3
1405,Bi1.6Pb0.4Sr2Ca0.95Y0.05Cu2O8,84.25279235839844,96.0
1406,Bi1.6Pb0.4Sr2Ca0.9Y0.1Cu2O8,82.35713195800781,94.0
1407,Bi1.6Pb0.4Sr2Ca1.5Sm0.5Cu3O,33.7855110168457,28.0
1408,Bi1.6Pb0.4Sr2Ca1.995Sm0.005Cu3O,95.50985717773438,93.3
1409,Bi1.6Pb0.4Sr2Ca1.9995Sm0.0005Cu3O,97.01238250732422,102.0
1410,Bi1.6Pb0.4Sr2Ca1.999Sm0.001Cu3O,96.77095031738281,97.1
1411,Bi1.6Pb0.4Sr2Ca1.99Sm0.01Cu3O,94.64907836914062,84.8
1412,Bi1.6Pb0.4Sr2Ca1.9Sm0.1Cu3O,75.25262451171875,70.0
1413,Bi1.6Pb0.4Sr2Ca1Cu2O8,82.4456787109375,96.0
1414,Bi1.6Pb0.4Sr2Ca2.5Sm0.5Cu3O,36.945892333984375,53.0
1415,Bi1.6Pb0.4Sr2Ca2.995Sm0.005Cu3O,94.68284606933594,100.0
1416,Bi1.6Pb0.4Sr2Ca2.9995Sm0.0005Cu3O,98.31614685058594,109.0
1417,Bi1.6Pb0.4Sr2Ca2.999Sm0.001Cu3O,97.74398803710938,104.5
1418,Bi1.6Pb0.4Sr2Ca2.99Sm0.01Cu3O,91.68639373779297,93.5
1419,Bi1.6Pb0.4Sr2Ca2.9Sm0.1Cu3O,70.50144958496094,79.0
1420,Bi1.6Pb0.4Sr2Ca2Cu2.5Mn0.5O,87.20747375488281,95.5
1421,Bi1.6Pb0.4Sr2Ca2Cu2.5Zn0.5O,78.2948989868164,64.65
1422,Bi1.6Pb0.4Sr2Ca2Cu2.6Mn0.4O,89.79121398925781,86.35
1423,Bi1.6Pb0.4Sr2Ca2Cu2.6Zn0.4O,79.62369537353516,85.95
1424,Bi1.6Pb0.4Sr2Ca2Cu2.7Mn0.3O,92.32958221435547,97.6
1425,Bi1.6Pb0.4Sr2Ca2Cu2.8Mn0.2O,94.90608215332031,101.7
1426,Bi1.6Pb0.4Sr2Ca2Cu2.8Zn0.2O,83.44957733154297,92.0
1427,Bi1.6Pb0.4Sr2Ca2Cu2.93Fe0.07O,73.45903015136719,89.35
1428,Bi1.6Pb0.4Sr2Ca2Cu2.93Zn0.07O,88.6944808959961,93.05
1429,Bi1.6Pb0.4Sr2Ca2Cu2.95Fe0.05O,74.48175811767578,93.75
1430,Bi1.6Pb0.4Sr2Ca2Cu2.95Mn0.05O,93.7275390625,103.8
1431,Bi1.6Pb0.4Sr2Ca2Cu2.95Zn0.05O,90.62283325195312,97.1
1432,Bi1.6Pb0.4Sr2Ca2Cu2.99Fe0.01O,79.84098815917969,103.25
1433,Bi1.6Pb0.4Sr2Ca2Cu2.99Zn0.01O,100.79837036132812,98.5
1434,Bi1.6Pb0.4Sr2Ca2Cu2.9Fe0.1O,71.63582611083984,94.2
1435,Bi1.6Pb0.4Sr2Ca2Cu2.9Zn0.1O,86.8597412109375,91.65
1436,Bi1.6Pb0.4Sr2Ca2Cu3.8O,103.95323181152344,93.0
1437,Bi1.6Pb0.4Sr2Ca2Cu3F0.65O,110.30853271484375,100.0
1438,Bi1.6Pb0.4Sr2Ca2Cu3F0.85O,110.55508422851562,109.0
1439,Bi1.6Pb0.4Sr2Ca2Cu3F0.8O0.2,97.66932678222656,109.9
1440,Bi1.6Pb0.4Sr2Ca2Cu3O,103.46455383300781,106.28889
1441,Bi1.6Pb0.4Sr2Ca2Cu3O10,94.2222900390625,108.0
1442,Bi1.6Pb0.4Sr2Ca2Cu3O10.07,94.04905700683594,102.3
1443,Bi1.6Pb0.4Sr2Ca2Cu3O10.11,93.9491195678711,105.3
1444,Bi1.6Pb0.4Sr2Ca2Cu3O10.15,93.85282135009766,97.0
1445,Bi1.6Pb0.4Sr2Ca2Cu3O10.24,93.65877532958984,73.3
1446,Bi1.6Pb0.4Sr2Ca2Cu3O10.34,93.4600601196289,67.1
1447,Bi1.6Pb0.4Sr2Ca2Cu3O9.91,94.44346618652344,104.4
1448,Bi1.6Pb0.4Sr2Ca2Cu4O,103.29716491699219,130.0
1449,Bi1.6Pb0.4Sr2Ca3.6O,93.06962585449219,102.0
1450,Bi1.6Pb0.4Sr2Ca3Cu3.5Si0.5O12,104.5010986328125,110.0
1451,Bi1.6Pb0.4Sr2Ca3Cu3.6Ag0.4O,97.2498779296875,107.3
1452,Bi1.6Pb0.4Sr2Ca3Cu3.86Si0.14O12,112.9951171875,110.0
1453,Bi1.6Pb0.4Sr2Ca3Cu3.88Si0.12O12,113.697998046875,110.0
1454,Bi1.6Pb0.4Sr2Ca3Cu3.92Ag0.08O,99.69383239746094,108.2
1455,Bi1.6Pb0.4Sr2Ca3Cu3.92Si0.08O12,115.02375793457031,110.0
1456,Bi1.6Pb0.4Sr2Ca3Cu3.96Ag0.04O,101.57835388183594,107.5
1457,Bi1.6Pb0.4Sr2Ca3Cu3.984Ag0.016O,105.92414855957031,108.4
1458,Bi1.6Pb0.4Sr2Ca3Cu3.98Ag0.02O,105.05070495605469,107.5
1459,Bi1.6Pb0.4Sr2Ca3Cu3.996Ag0.004O,106.69560241699219,108.4
1460,Bi1.6Pb0.4Sr2Ca3Cu4O,108.65980529785156,108.0
1461,Bi1.6Pb0.4Sr2Ca3Cu4O10,104.51214599609375,100.0
1462,Bi1.6Pb0.4Sr2Ca3Cu4O12,98.91743469238281,110.0
1463,Bi1.6Pb0.4Sr2Cu2.75Mo0.25O,97.576171875,96.9
1464,Bi1.6Pb0.4Sr2Cu2.7Mo0.3O,94.42912292480469,96.9
1465,Bi1.6Pb0.4Sr2Cu2.85Mo0.15O,103.27461242675781,98.5
1466,Bi1.6Pb0.4Sr2Cu2.8Mo0.2O,100.60951232910156,98.4
1467,Bi1.6Pb0.4Sr2Cu2.95Mo0.05O,104.62371826171875,107.1
1468,Bi1.6Pb0.4Sr2Cu2.9Mo0.1O,105.09033203125,107.0
1469,Bi1.6Pb0.4Sr2Cu3Ca2O10.04,94.12321472167969,45.0
1470,Bi1.6Pb0.4Sr2Cu3Ca2O10.08,94.024169921875,60.0
1471,Bi1.6Pb0.4Sr2Cu3Ca2O10.11,93.94912719726562,84.0
1472,Bi1.6Pb0.4Sr2Cu3Ca2O10.13,93.8995361328125,102.0
1473,Bi1.6Pb0.4Sr2Eu1.65Ce0.35Cu2O,32.03309631347656,31.5
1474,Bi1.6Pb0.4Sr2Y1.65Ce0.35Cu2O10,25.91310691833496,21.4
1475,Bi1.6Pb0.4Sr4Cu2C1O11,55.83726501464844,41.0
1476,Bi1.6Pb0.4Sr6Cu3C2O16,63.775390625,54.0
1477,Bi1.6Pb0.6Sr1.8Ca1Cu2O,66.38446807861328,65.0
1478,Bi1.6Pb0.6Sr2Ca1Cu2O8,83.99253845214844,91.0
1479,Bi1.6Pb0.8Sr2Ca1Cu1.99Cr0.01O,64.45707702636719,68.0
1480,Bi1.6Sr0.4Yb0.65Ca0.35Cu3O6.075,44.103904724121094,43.0
1481,Bi1.6Sr0.4Yb0.75Ca0.25Cu3O6.072,31.853836059570312,27.0
1482,Bi1.6Sr0.4Yb1Cu3O6.35,58.00486755371094,37.0
1483,Bi1.6Sr0.4Yb1Cu3O6.817,64.15916442871094,55.0
1484,Bi1.6Sr0.4Yb1Cu3O6.999,66.15032958984375,82.0
1485,Bi1.6V0.4Sr2Ca2Cu3O10,91.95137023925781,92.0
1486,Bi1.72Pb0.28Sr2Ca2Cu3O16,94.12173461914062,102.98
1487,Bi1.74Pb0.38Sr1.88Cu1O6,14.549236297607422,14.0
1488,Bi1.75Pb0.25Sr2Ca1Cu1.9Sn0.4O,95.1931381225586,99.0
1489,Bi1.75Pb0.25Sr2Ca1Cu2.15Sn0.15O,101.66270446777344,106.6
1490,Bi1.75Pb0.25Sr2Ca1Cu2.1Sn0.2O,100.57093811035156,105.0
1491,Bi1.75Pb0.25Sr2Ca1Cu2.25Sn0.05O,102.97024536132812,86.0
1492,Bi1.75Pb0.25Sr2Ca1Cu2.3O,77.35899353027344,85.0
1493,Bi1.75Pb0.25Sr2Ca1Cu2O8,78.1436767578125,90.8
1494,Bi1.75Pb0.25Sr2Ca2Cu3O10,92.39169311523438,105.5
1495,Bi1.76Pb0.24Sr2Ca2Cu3O,103.25845336914062,108.5
1496,Bi1.7Cd0.3Sr2Ca1Cu2O,48.98942565917969,53.0
1497,Bi1.7Pb0.2Mo0.1Sr2Ca2Cu3O,111.46484375,110.0
1498,Bi1.7Pb0.2Sb0.1Sr2Ca2Cu3O,113.06024169921875,113.25
1499,Bi1.7Pb0.2V0.1Sr2Ca2Cu3O,109.37637329101562,110.0
1500,Bi1.7Pb0.2W0.1Sr2Ca2Cu3O,100.57289123535156,103.0
1501,Bi1.7Pb0.3Ag0.1Sr2Ca2Cu3O,93.30007934570312,105.0
1502,Bi1.7Pb0.3Ag0.2Sr2Ca2Cu3O,93.7760238647461,97.0
1503,Bi1.7Pb0.3Ag0.3Sr2Ca2Cu3O,94.40132141113281,96.0
1504,Bi1.7Pb0.3Ag0.4Sr2Ca2Cu3O,95.089111328125,106.0
1505,Bi1.7Pb0.3Sb0.05Sr2Ca2Cu3O,110.89694213867188,106.0
1506,Bi1.7Pb0.3Sb0.1Sr2Ca2Cu3O,112.55532836914062,106.3
1507,Bi1.7Pb0.3Sr1.65La0.35Cu1O,28.563983917236328,34.4
1508,Bi1.7Pb0.3Sr1.6La0.4Cu1O6.141,23.029659271240234,20.2
1509,Bi1.7Pb0.3Sr1.7La0.3Cu1O,28.33580780029297,23.0
1510,Bi1.7Pb0.3Sr2Ca0.55Y0.45Cu1.94Zn0.06O8,53.81956481933594,41.3
1511,Bi1.7Pb0.3Sr2Ca0.5Y0.5Cu2O8,46.517494201660156,41.3
1512,Bi1.7Pb0.3Sr2Ca0.65Y0.35Cu1.94Zn0.06O8,60.70390319824219,62.1
1513,Bi1.7Pb0.3Sr2Ca0.6Y0.4Cu1.94Zn0.06O8,57.549076080322266,53.5
1514,Bi1.7Pb0.3Sr2Ca0.6Y0.4Cu2O8,52.37839126586914,63.5
1515,Bi1.7Pb0.3Sr2Ca0.75Y0.25Cu1.94Zn0.06O8,66.82246398925781,60.6
1516,Bi1.7Pb0.3Sr2Ca0.7Y0.3Cu1.94Zn0.06O8,63.77276611328125,66.9
1517,Bi1.7Pb0.3Sr2Ca0.7Y0.3Cu2O8.25,64.43131256103516,71.5
1518,Bi1.7Pb0.3Sr2Ca0.7Y0.3Cu2O8.26,64.55876159667969,73.0
1519,Bi1.7Pb0.3Sr2Ca0.8Y0.2Cu1.94Zn0.06O8,69.64022827148438,54.4
1520,Bi1.7Pb0.3Sr2Ca0.8Y0.2Cu2O8,73.48467254638672,69.7
1521,Bi1.7Pb0.3Sr2Ca0.925Sm0.075Cu3O,79.28498077392578,75.0
1522,Bi1.7Pb0.3Sr2Ca0.92Nd0.08Cu2O8.16,80.25479125976562,84.11
1523,Bi1.7Pb0.3Sr2Ca0.94Nd0.06Cu2O8.1,80.25917053222656,81.27
1524,Bi1.7Pb0.3Sr2Ca0.96Y0.04Cu2O8.06,83.98652648925781,78.5
1525,Bi1.7Pb0.3Sr2Ca0.98Nd0.02Cu2O8.05,77.77352905273438,80.89
1526,Bi1.7Pb0.3Sr2Ca0.99Nd0.01Cu2O8.03,77.12223815917969,82.5
1527,Bi1.7Pb0.3Sr2Ca0.9Nd0.1Cu2O8.27,79.98481750488281,76.67
1528,Bi1.7Pb0.3Sr2Ca1.925Sm0.075Cu3O,76.62437438964844,86.0
1529,Bi1.7Pb0.3Sr2Ca1.95Sm0.05Cu3O,81.73973083496094,82.0
1530,Bi1.7Pb0.3Sr2Ca1.98Sm0.02Cu3O,92.38642120361328,107.5
1531,Bi1.7Pb0.3Sr2Ca1.99Sm0.01Cu3O,94.72509765625,109.0
1532,Bi1.7Pb0.3Sr2Ca1.9Sm0.1Cu3O,73.60392761230469,85.0
1533,Bi1.7Pb0.3Sr2Ca1Cu2O,72.79212951660156,96.0
1534,Bi1.7Pb0.3Sr2Ca1Cu2O0.23,61.1575927734375,75.75
1535,Bi1.7Pb0.3Sr2Ca1Cu2O0.27,62.61347198486328,67.6
1536,Bi1.7Pb0.3Sr2Ca1Cu2O8,79.72727966308594,80.5
1537,Bi1.7Pb0.3Sr2Ca1Cu2O8.05,79.69180297851562,80.5
1538,Bi1.7Pb0.3Sr2Ca2Cu3Cs0.2O,107.11814880371094,108.65
1539,Bi1.7Pb0.3Sr2Ca2Cu3Cs0.3O,107.42047119140625,109.0
1540,Bi1.7Pb0.3Sr2Ca2Cu3Cs0.4O,107.54832458496094,107.3
1541,Bi1.7Pb0.3Sr2Ca2Cu3Cs0.5O,107.5662841796875,108.55
1542,Bi1.7Pb0.3Sr2Ca2Cu3Cs0.6O,107.48136901855469,108.0
1543,Bi1.7Pb0.3Sr2Ca2Cu3Cs0.7O,107.28861999511719,108.95
1544,Bi1.7Pb0.3Sr2Ca2Cu3Cs0.8O,107.03363037109375,108.5
1545,Bi1.7Pb0.3Sr2Ca2Cu3Cs1O,106.21926879882812,108.5
1546,Bi1.7Pb0.3Sr2Ca2Cu3F0.2O9.8,108.86567687988281,111.0
1547,Bi1.7Pb0.3Sr2Ca2Cu3F0.5O9.5,109.30783081054688,113.0
1548,Bi1.7Pb0.3Sr2Ca2Cu3F0.8O9.2,110.17608642578125,117.6
1549,Bi1.7Pb0.3Sr2Ca2Cu3O,103.78120422363281,110.183334
1550,Bi1.7Pb0.3Sr2Ca2Cu3O10,92.90534973144531,106.5
1551,Bi1.7Pb0.3Sr2Ca3Cu4O,108.10543823242188,110.0
1552,Bi1.7Pb0.4Sr2Ca1.1Cu2.1Nd0.1O,82.5294418334961,83.15
1553,Bi1.7Pb0.4Sr2Ca1.1Cu2.1Nd0.2O,82.43038177490234,87.65
1554,Bi1.7Pb0.4Sr2Ca1.1Cu2.1Nd0.3O,81.36129760742188,88.3
1555,Bi1.7Pb0.4Sr2Ca1.1Cu2.1Nd0.4O,78.20664978027344,87.9
1556,Bi1.7Pb0.4Sr2Ca1.1Cu2.1Nd0.5O,71.27335357666016,85.65
1557,Bi1.7Pb0.4Sr2Ca1.1Cu2.1O,73.3539047241211,72.2
1558,Bi1.7Pb3Sr2Ca2Cu3Cs0.1O,104.5223388671875,109.05
1559,Bi1.7Sr1.3Ca2Cu3O,95.22624206542969,95.0
1560,Bi1.7Sr2Ca2Cu3Pb0.3O,103.78120422363281,106.0
1561,Bi1.82Pb0.18Sr2Ca2Cu3O16,93.58799743652344,102.98
1562,Bi1.83Pb0.19Sr1.92Cu1.06O6,15.733804702758789,12.0
1563,Bi1.84Pb0.34Sr1.91Ca2.03Cu3.06O,103.19442749023438,105.0
1564,Bi1.84Pb0.34Sr1.91Ca2.03Cu3O,103.0098876953125,107.0
1565,Bi1.85Pb0.15Sr2Ca1Cu2O8,75.11366271972656,90.9
1566,Bi1.85Pb0.35Sr1.9Ca2.1Cu3.1O,104.02169799804688,112.0
1567,Bi1.85Pb0.35Sr2Ca2Cu3.1O,102.01322937011719,107.0
1568,Bi1.86Pb0.14Sr2Ca1Cu2O,68.27101135253906,65.0
1569,Bi1.8Cd0.2Sr2Ca1Cu2O,56.305694580078125,58.0
1570,Bi1.8Ga0.2Sr1.8Ca1.2Cu2O8,69.50376892089844,56.5
1571,Bi1.8Pb0.2Sb0.1Sr2Ca2Cu2O,118.60247802734375,136.0
1572,Bi1.8Pb0.2Sr1.25La0.75Cu1O,27.40254783630371,26.9
1573,Bi1.8Pb0.2Sr1.2La0.8Cu1O,27.083181381225586,24.9
1574,Bi1.8Pb0.2Sr1.35La0.65Cu1O,28.137252807617188,27.8
1575,Bi1.8Pb0.2Sr1.45La0.55Cu1O,28.94415855407715,28.6
1576,Bi1.8Pb0.2Sr1.4La0.6Cu1O,28.562366485595703,28.3
1577,Bi1.8Pb0.2Sr1.55La0.45Cu1O,29.41179084777832,28.3
1578,Bi1.8Pb0.2Sr1.61La0.39Cu0.99Ga0.01O,22.25937843322754,21.8
1579,Bi1.8Pb0.2Sr1.62La0.38Cu0.98Fe0.02O,15.830833435058594,21.1
1580,Bi1.8Pb0.2Sr1.62La0.38Cu0.98Ga0.02O,20.98381233215332,12.0
1581,Bi1.8Pb0.2Sr1.63La0.37Cu0.97Fe0.03O,15.445003509521484,13.0
1582,Bi1.8Pb0.2Sr1.65La0.35Cu1O,29.20376968383789,38.175
1583,Bi1.8Pb0.2Sr1.6La0.4Cu1O,29.404521942138672,35.1
1584,Bi1.8Pb0.2Sr1.6La0.4Cu1O6.182,23.647808074951172,13.7
1585,Bi1.8Pb0.2Sr1.7La0.3Cu1O,28.77916717529297,33.2
1586,Bi1.8Pb0.2Sr1.8Ca0.9Cu2O,70.03059387207031,67.2
1587,Bi1.8Pb0.2Sr1.8Ca1Nd0.2Cu2O8.2,74.55109405517578,86.0
1588,Bi1.8Pb0.2Sr1.8La0.2Cu1O,27.350845336914062,21.1
1589,Bi1.8Pb0.2Sr1.9La0.1Cu1O,25.86859703063965,20.2
1590,Bi1.8Pb0.2Sr2Ca0.8Nd0.2Cu2O8.21,76.02679443359375,87.0
1591,Bi1.8Pb0.2Sr2Ca1Cu1.84Co0.16O8,34.694854736328125,35.8
1592,Bi1.8Pb0.2Sr2Ca1Cu1.84Fe0.16O8,26.541597366333008,26.1
1593,Bi1.8Pb0.2Sr2Ca1Cu1.88Co0.12O8,37.04212188720703,38.8
1594,Bi1.8Pb0.2Sr2Ca1Cu1.88Fe0.12O8,30.178997039794922,30.9
1595,Bi1.8Pb0.2Sr2Ca1Cu1.92Co0.08O8,41.30302429199219,43.0
1596,Bi1.8Pb0.2Sr2Ca1Cu1.92Fe0.08O8,36.67206954956055,33.8
1597,Bi1.8Pb0.2Sr2Ca1Cu1.94Co0.06O8,44.53116989135742,48.6
1598,Bi1.8Pb0.2Sr2Ca1Cu1.96Co0.04O8,48.99713897705078,50.7
1599,Bi1.8Pb0.2Sr2Ca1Cu1.96Fe0.04O8,47.546363830566406,48.5
1600,Bi1.8Pb0.2Sr2Ca1Cu1.98Fe0.02O8,53.78050231933594,54.8
1601,Bi1.8Pb0.2Sr2Ca1Cu2O,71.0543441772461,60.7
1602,Bi1.8Pb0.2Sr2Ca1Cu2O8,76.57376861572266,83.454544
1603,Bi1.8Pb0.2Sr2Ca2Cu3O,102.59178161621094,101.5
1604,Bi1.8Pb0.2Sr2Ca2Cu3O10,91.81634521484375,103.0
