material_id,composition,target
2419,Bi2Sr2Y1.64Ce0.36Cu2O10.22,20.0
2420,Bi2Sr2Y1.65Ce0.35Cu2O10,17.9
2421,Bi2Sr3Ca4Cu8O,104.0
2422,Bi2Sr3Cu2O8,91.5
2423,Bi2Sr4Cu2C1O11,31.0
2424,Bi2Sr8Cu4C3O21,34.666666666666664
2425,Bi2Te1,8.6
2426,Bi2Te3,4.479
2427,Bi2Y3,2.25
2428,Bi3.2Pb0.2V0.6Sr4Ca5Cu7O,78.5
2429,Bi3.2Pb0.4V0.4Sr4Ca5Cu7O,108.5
2430,Bi3.2Pb0.6V0.2Sr4Ca5Cu7O,110.5
2431,Bi3.2Pb0.8Sr4Ca5Cu7O,108.9
2432,Bi3.4V0.6Sr4Ca5Cu7O,82.2
2433,Bi3.5Pb0.5Sr3Ca3Cu4O,73.5
2434,Bi3.6V0.4Sr4Ca5Cu7O,84.0
2435,Bi3.7Pb0.3Sr3Ca3Cu4O,107.0
2436,Bi3.85Co0.15S3O4,3.9625000000000004
2437,Bi3.875Co0.125S3O4,4.255
2438,Bi3.925Co0.075S3O4,4.3774999999999995
2439,Bi3.95Cu0.05S3O4,2.5949999999999998
2440,Bi3.975Cu0.025S3O4,2.99
2441,Bi3.99Cu0.01S3O4,3.935
2442,Bi3.9Co0.1S3O4,5.215
2443,Bi3.9Cu0.1S3O4,2.995
2444,Bi3.9Pb0.1Sr3Ca3Cu4O,72.0
2445,Bi3.9Sr3.3Ca1.3Cu2.883Fe0.117O,78.5
2446,Bi3Ca1,1.85
2447,Bi3Fe1,1.0
2448,Bi3In5,4.189
2449,Bi3La4,0.155
2450,Bi3La5,0.64
2451,Bi3Mo1,3.7
2452,Bi3Ni0.95Fe0.05,4.08
2453,Bi3Ni0.9Fe0.1,4.06
2454,Bi3Ni1,3.935
2455,Bi3Pb0.8V0.2Sr4Ca5Cu7O,110.8
2456,Bi3Pb1Ca3Sr3Cu4O,105.0
2457,Bi3Pb1Sr3Ca3Cu3.2Cr0.8O,60.0
2458,Bi3Pb1Sr3Ca3Cu3.6Cr0.4O,47.5
2459,Bi3Pb1Sr3Ca3Cu3.8Cr0.2O,57.5
2460,Bi3Pb1Sr3Ca3Cu3.95Fe0.05O,37.5
2461,Bi3Pb1Sr3Ca3Cu3.96Fe0.04O,46.5
2462,Bi3Pb1Sr3Ca3Cu3.98Fe0.02O,69.0
2463,Bi3Pb1Sr3Ca3Cu4O,87.0
2464,Bi3Rh1,3.175
2465,Bi3S3O2,4.3
2466,Bi3S3O3,5.1
2467,Bi3Sn1,3.77
2468,Bi3Sr1,5.7
2469,Bi3Te1,0.875
2470,Bi3Zn1,0.87
2471,Bi4.1Sr2.4Ca2.4Cu4O,75.0
2472,Bi4.4Sr3.6Ca2Cu4O,83.6
2473,Bi4Ca3Sr3Cu4O16,88.16666666666667
2474,Bi4Ca3Sr3Cu4O16.32,80.0
2475,Bi4Mg1,0.85
2476,Bi4Rh1,2.95
2477,Bi4S2.85Se0.15O4,3.5
2478,Bi4S2.91Se0.09O4,3.7
2479,Bi4S2.97Se0.03O4,4.2
2480,Bi4S3O4,4.846
2481,Bi4Sr3.5Ca2.5Cu4O16,80.0
2482,Bi4Sr3.5Ca2.5Cu4Sn0.015O16,77.0
2483,Bi4Sr3Ca1.2Y1.8Cu4O16,79.3
2484,Bi4Sr3Ca1.4Y1.6Cu4O16,85.8
2485,Bi4Sr3Ca1.5Y1.5Cu4O16,86.1
2486,Bi4Sr3Ca1.6Y1.4Cu4O16,79.8
2487,Bi4Sr3Ca1.8Y1.2Cu4O,0.3
2488,Bi4Sr3Ca1.95Y1.05Cu4O,25.6
2489,Bi4Sr3Ca1Y2Cu4O16,64.1
2490,Bi4Sr3Ca2.1Y0.9Cu4O,66.2
2491,Bi4Sr3Ca2.25Y0.75Cu4O,89.8
2492,Bi4Sr3Ca2.4Y0.6Cu4O,79.7
2493,Bi4Sr3Ca2.55Y0.45Cu4O,85.8
2494,Bi4Sr3Ca2.5Tm0.5Cu4O16,91.5
2495,Bi4Sr3Ca2.5Tm0.5Cu4O16.52,81.0
2496,Bi4Sr3Ca2.7Y0.3Cu4O,81.7
2497,Bi4Sr3Ca2.8Tm0.2Cu4O16,88.0
2498,Bi4Sr3Ca2.8Tm0.2Cu4O16.41,83.0
2499,Bi4Sr3Ca2.9Tm0.1Cu4O16.36,80.0
2500,Bi4Sr3Ca2Tm1Cu4O16,49.0
2501,Bi4Sr3Ca2Tm1Cu4O16.73,46.5
2502,Bi4Sr3Ca2Y1Cu4O16,43.5
2503,Bi4Sr3Ca3Cu3.6Fe0.4O,70.0
2504,Bi4Sr3Ca3Cu3.7Fe0.3O,57.0
2505,Bi4Sr3Ca3Cu3.88Fe0.12O,66.0
2506,Bi4Sr3Ca3Cu3.8Cr0.2O,69.0
2507,Bi4Sr3Ca3Cu3.8Fe0.2O,60.0
2508,Bi4Sr3Ca3Cu3.8Mn0.2O,72.0
2509,Bi4Sr3Ca3Cu3.95Cr0.05O,76.0
2510,Bi4Sr3Ca3Cu3.95Fe0.05O,72.0
2511,Bi4Sr3Ca3Cu3.95Mn0.05O,76.0
2512,Bi4Sr3Ca3Cu3.96Fe0.4O,72.0
2513,Bi4Sr3Ca3Cu3.975Cr0.025O,78.0
2514,Bi4Sr3Ca3Cu3.975Fe0.025O,72.0
2515,Bi4Sr3Ca3Cu3.975Mn0.025O,78.0
2516,Bi4Sr3Ca3Cu3.9Cr0.1O,74.0
2517,Bi4Sr3Ca3Cu3.9Fe1O,66.0
2518,Bi4Sr3Ca3Cu3.9Mn0.1O,74.0
2519,Bi4Sr3Ca3Cu4O,75.9
2520,Bi4Sr3Ca3Cu4O16.25,83.0
2521,Bi4Sr4Ca0.5Er1.5Cu4O16,1.5
2522,Bi4Sr4Ca0.5Eu1.5Cu4O16,1.5
2523,Bi4Sr4Ca0.5Ho1.5Cu4O16,1.5
2524,Bi4Sr4Ca0.5Tm1.5Cu4O16.91,1.5
2525,Bi4Sr4Ca1.5Er0.5Cu4O16,84.3
2526,Bi4Sr4Ca1.5Eu0.5Cu4O16,84.3
2527,Bi4Sr4Ca1.5Ho0.5Cu4O16,84.3
2528,Bi4Sr4Ca1.5Tm0.5Cu4O16.5,84.3
2529,Bi4Sr4Ca1.8Tm0.2Cu4O16.38,83.9
2530,Bi4Sr4Ca1.9Tm0.1Cu4O16.28,83.9
2531,Bi4Sr4Ca1Er1Cu4O16,32.9
2532,Bi4Sr4Ca1Eu1Cu4O16,28.5
2533,Bi4Sr4Ca1Ho1Cu4O16,40.7
2534,Bi4Sr4Ca1Tm1Cu4O16.67,37.7
2535,Bi4Sr4Ca2Cu4O16.25,82.4
2536,Bi4Sr4Ca3Cu4O16.29,81.0
2537,Bi4Te3,5.25
2538,Bi5Tl3,6.4
2539,Bi6S5O8,2.4
2540,Bi8Sr4Ca8Cu9O33,69.0
2541,Bi8Sr5Ca7Cu9O34.94,74.4
2542,Bi8Sr6Ca6Cu9O33,74.3
2543,Bi8Sr6Ca6Cu9O33.85,72.5
2544,Bi8Sr6Ca6Cu9O33.912,85.0
2545,Bi8Sr6Ca6Cu9O33.964,80.0
2546,Bi8Sr6Ca6Cu9O34,74.3
2547,Bi8Sr7Ca5Cu9O34.13,72.5
2548,Bi8Sr8Ca4Cu9O34.16,94.2
2549,Bi8Sr8Ca4Cu9O34.25,73.5
2550,Br2,1.4
2551,C,7.4
2552,C0.002N0.937Ta1,8.91
2553,C0.017N0.632Ta1,11.84
2554,C0.026N0.974Nb1,17.2
2555,C0.03Rh0.43Ta0.54,10.0
2556,C0.04Re0.96,1.98
2557,C0.148N0.638Ta1,12.01
2558,C0.15Cu0.5Ba2Ca2Cu3O,77.0
2559,C0.198N0.747Ta1,10.74
2560,C0.1N0.9Nb1,8.5
2561,C0.25N0.75Nb0.85Ti0.15,17.8
2562,C0.28N0.76Nb1,16.4
2563,C0.2N0.8Nb0.8V0.2,5.5
2564,C0.35N0.65Nb1,17.8
2565,C0.3Ba2Ca4Cu5.7O10.34,113.5
2566,C0.3Ba2Ca4Cu5.7O10.45,114.3
2567,C0.3Ba2Ca4Cu5.7O10.57,115.1
2568,C0.3Ba2Ca4Cu5.7O10.66,115.7
2569,C0.3Ba2Ca4Cu5.7O10.69,116.3
2570,C0.3Ba2Ca4Cu5.7O10.77,116.7
2571,C0.3Ba2Ca4Cu5.7O11.18,117.5
2572,C0.3Ba2Ca4Cu5.7O12.8,99.0
2573,C0.3Ba2Ca4Cu5.7O12.965,93.3
2574,C0.42Mo1,2.8
2575,C0.44Mo0.56,7.15
2576,C0.46W0.54,9.0
2577,C0.47Sr2Ca0.35Y0.65Cu2.48O6.96,40.0
2578,C0.48Sr2Ca0.4Y0.6Cu2.46O6.97,41.1
2579,C0.4Mo0.6,10.1
2580,C0.51Sr2Ca0.5Y0.5Cu2.42O6.92,48.9
2581,C0.53Sr1.99Ca0.56Y0.45Cu2.39O6.94,54.2
2582,C0.54Sr2Ca0.6Y0.4Cu2.38O6.89,56.7
2583,C0.55Sr2.03Ca0.62Y0.35Cu2.35O6.79,60.0
2584,C0.55W0.45,8.1
2585,C0.571N0.271Ta1,10.92
2586,C0.57Sr2Ca0.7Y0.3Cu2.33O6.78,60.3
2587,C0.5Ba2Ca2Cu3.5O,87.33333333333333
2588,C0.5Ba2Ca2Cu3.5O9,67.0
2589,C0.5Ba2Ca3Cu4.5O,110.0
2590,C0.5Ba2Ca3Cu4.5O11,117.0
2591,C0.5Cu0.5Ba2Ca2Cu3O,119.0
2592,C0.5Mo0.17Zr0.42,9.5
2593,C0.5Sr2.01Ca0.44Y0.55Cu2.44O6.94,45.5
2594,C0.5W0.5,10.0
2595,C0.64Mo1,8.45
2596,C0.681Mo1,12.0
2597,C0.69Mo1,12.1
2598,C0.6Mo4.8Si0.3,7.6
2599,C0.6Mo4.8Si3,7.6
2600,C0.6Pd1,1.3
2601,C0.72W0.28Si1,3.9
2602,C0.74W0.26Si1,3.3
2603,C0.75Hf0.05Mo0.95,14.2
2604,C0.75Mo1,14.7
2605,C0.78W0.22Si1,2.9
2606,C0.7N0.3Sr2Cu1O5.35,35.0
2607,C0.7N0.3Sr2Cu1O5.45,31.0
2608,C0.7N0.3Sr2Cu1O5.55,31.0
2609,C0.7Nb0.3,6.0
2610,C0.848Ta1,2.04
2611,C0.8N0.2Sr2Cu1O5.3,33.0
2612,C0.8N0.2Sr2Cu1O5.35,31.0
2613,C0.8N0.2Sr2Cu1O5.45,31.0
2614,C0.93Nb1,6.5
2615,C0.96Nb1,9.8
2616,C0.97Ta1,11.84
2617,C0.984Nb1,9.8
2618,C0.985Nb1,12.0
2619,C0.987Ta1,9.7
2620,C0.98Nb1,11.68
2621,C0.99Nb1,10.6
2622,C0.9N0.1Sr2Cu1O5.35,13.0
2623,C0.9Nb1,5.0
2624,C0.9S0.1,36.5
2625,C1,5.847727272727273
2626,C1.35Ca0.1Y0.9,10.5
2627,C1.35Ge0.1Y0.9,10.6
2628,C1.35La1,11.0
2629,C1.35Nb0.1Y0.9,10.8
2630,C1.35Ru0.1Y0.9,11.2
2631,C1.35Si0.1Y0.9,11.3
2632,C1.35Sn0.1Y0.9,10.2
2633,C1.35Ti0.1Y0.9,10.7
2634,C1.35Y1,10.0
2635,C1.3La1,8.3
2636,C1.45Cr0.1Y0.9,12.4
2637,C1.45Mo0.1Y0.9,13.8
2638,C1.45V0.1Y0.9,11.5
2639,C1.45Y0.9Zn0.1,13.0
2640,C1.45Y1,11.5
2641,C1.55W0.1Y0.9,14.5
2642,C1.58La1,9.6
2643,C1.5Ge3La5,3.3
2644,C1.5Ti0.3Y0.7,12.9
2645,C1.95Y1,3.86
2646,C13La1,4.8
2647,C14H10Ba1.5,5.4
2648,C14H10Sr1.5,5.6
2649,C1Ba2.5Ca2.5Cu4O,113.0
2650,C1Ba3Ca3Cu5O13,111.5
2651,C1Ca3Cu2O7.1,47.0
2652,C1Fe3,1.3
2653,C1Ga1Mo2,3.9
2654,C1Hf0.15Mo0.85,9.0
2655,C1Hf0.25Mo0.75,6.6
2656,C1Hf0.25Nb0.75,7.0
2657,C1Hf0.3Mo0.7,5.5
2658,C1Hf0.4Nb0.6,5.6
2659,C1Hf0.5Mo0.5,3.4
2660,C1Hf0.5Nb0.5,4.8
2661,C1Hf0.6Nb0.4,4.5
2662,C1Hf0.7Nb0.3,6.1
2663,C1Hf0.8Nb0.8,7.8
2664,C1Hf0.9Ta0.1,5.0
2665,C1Ir1Mo3,3.2
2666,C1Ir2Mo3,1.8
2667,C1Ir2W3,2.1
2668,C1K1,0.55
2669,C1Mo0.2Ta0.8,7.5
2670,C1Mo0.5Ta0.5,7.7
2671,C1Mo0.75Ta0.25,8.5
2672,C1Mo0.83Ti0.17,10.2
2673,C1Mo0.85Ta0.15,8.9
2674,C1Mo0.8Ta0.2,8.7
2675,C1Mo0.9Re0.1,13.8
2676,C1Mo0.9Ru0.1,13.6
2677,C1Mo1,10.152000000000001
2678,C1Mo2,6.021666666666666
2679,C1Mo3Pt2,1.1
2680,C1N1Nb1,17.3
2681,C1Nb0.1Zr0.9,4.2
2682,C1Nb0.4Ta0.6,5.005
2683,C1Nb0.6W0.4,12.5
2684,C1Nb1,10.025
2685,C1Nb2,9.1
2686,C1Os2W3,2.9
2687,C1Pt2W3,1.2
2688,C1Re0.01W1,1.3
2689,C1Re0.06W1,5.0
2690,C1Rh1,2.5
2691,C1Ru1,2.02
2692,C1S1,9.0
2693,C1Si1,1.45
2694,C1Ta0.2Zr0.8,4.6
2695,C1Ta0.45W0.55,10.5
2696,C1Ta0.4Ti0.6,4.8
2697,C1Ta0.5W0.5,10.1
2698,C1Ta1,8.6375
2699,C1Ta2,3.26
2700,C1Tc1,3.85
2701,C1Ti0.5W0.5,6.7
2702,C1W1,5.465
2703,C1W2,3.835
2704,C22H14K2.9,7.0
2705,C22H14K3.3,18.0
2706,C22H14Rb3.1,6.9
2707,C2La1,1.44
2708,C2Li1,1.9
2709,C2Lu1,3.33
2710,C2Mo1Re1,3.8
2711,C2Mo3,7.4
2712,C2Na1,5.0
2713,C2Re1W1,3.8
2714,C2Y1,3.8954285714285715
2715,C3La2,10.66
2716,C3Na1,2.3
2717,C3Y2,14.85625
2718,C60,47.833333333333336
2719,C60Ca5,8.4
2720,C60Cs3,29.53333333333333
2721,C60K3,17.61875
2722,C60Rb2,29.0
2723,C60Rb3,27.544444444444444
2724,C60Rb4,29.0
2725,C60Sm3,8.0
2726,C60Sr4,4.4
2727,C60Tb2.75,5.4
2728,C60Yb2.75,5.7
2729,C60Yb3.5,6.0
2730,C6Ca1,11.303
2731,C6Ca1H,10.0
2732,C6I4O2,0.8
2733,C6Ir4O2,2.0
2734,C6Sr1,1.65
2735,C6Yb1,6.496666666666666
2736,C70,7.0
2737,C8.1K1,0.152
2738,C8Cs1,0.135
2739,C8K1,0.30475
2740,C8K1H0.19,0.22
2741,C8K1Hg1,1.88
2742,C8Rb1,0.0241
2743,C8Rb1Hg1,1.41
2744,Ca0.1Ba1.65La1.25Cu3O6.98,8.0
2745,Ca0.1Ba1.65La1.25Cu3O7.01,19.5
2746,Ca0.1Ba1.65La1.25Cu3O7.02,26.4
2747,Ca0.1Ba1.65La1.25Cu3O7.03,29.9
2748,Ca0.1Ba1.65La1.25Cu3O7.06,41.9
2749,Ca0.1Ba1.65La1.25Cu3O7.08,45.9
2750,Ca0.1La0.9Ba1.65La0.35Cu3O7.15,57.0
2751,Ca0.1La1.15Ba1.75Cu3O7.148,57.1
2752,Ca0.1La1.25Ba1.65Cu3O6.985,5.0
2753,Ca0.1La1.25Ba1.65Cu3O7.06,38.0
2754,Ca0.1O3W1,1.4
2755,Ca0.25Cd0.75La1Ba1Cu3O,31.3
2756,Ca0.25Na0.75Fe2As2,33.4
2757,Ca0.27Sr0.63Cu1O2,110.0
2758,Ca0.285Sr0.665Cu1O2,83.33333333333333
2759,Ca0.2Ba1.55La1.25Cu3O6.98,10.4
2760,Ca0.2Ba1.55La1.25Cu3O6.99,14.4
2761,Ca0.2Ba1.55La1.25Cu3O7.01,25.1
2762,Ca0.2Ba1.55La1.25Cu3O7.03,34.7
2763,Ca0.2Ba1.55La1.25Cu3O7.05,41.1
2764,Ca0.2Ba1.55La1.25Cu3O7.07,46.1
2765,Ca0.2Ba1.55La1.25Cu3O7.11,59.7
2766,Ca0.2Ba1.55La1.25Cu3O7.159,68.7
2767,Ca0.2La0.8Ba1.55La0.45Cu3O7.16,68.0
2768,Ca0.2Mo1S2,3.6
2769,Ca0.31Sr0.7Ti1O3,0.1
2770,Ca0.32Na0.68Fe2As2,33.0
2771,Ca0.33Na0.66Fe2As2,33.0
2772,Ca0.34Na0.66Fe2As2,34.0
2773,Ca0.3Ba1.45La1.25Cu3O6.96,9.6
2774,Ca0.3Ba1.45La1.25Cu3O7,28.3
2775,Ca0.3Ba1.45La1.25Cu3O7.05,46.4
2776,Ca0.3Ba1.45La1.25Cu3O7.11,65.3
2777,Ca0.3Ba1.45La1.25Cu3O7.12,69.3
2778,Ca0.3Ba1.45La1.25Cu3O7.172,76.9
2779,Ca0.3Cd0.7La1Ba1Cu3O,36.0
2780,Ca0.3La0.7Ba1.45La0.55Cu3O7.16,76.0
2781,Ca0.3Nd0.7Ba1La1Cu3O7.24,14.3
2782,Ca0.46La0.54Ba1.29La0.71Cu3O,76.3
2783,Ca0.49La0.51Ba1.26La0.74Cu3O,62.650000000000006
2784,Ca0.4Ba1.15La1.45Cu3O7.12,7.6
2785,Ca0.4Ba1.15La1.45Cu3O7.21,43.9
2786,Ca0.4Ba1.15La1.45Cu3O7.23,52.8
2787,Ca0.4Ba1.25La1.25Cu3O6.98,40.1
2788,Ca0.4Ba1.25La1.25Cu3O7.05,60.0
2789,Ca0.4Ba1.25La1.25Cu3O7.14,78.8
2790,Ca0.4Ba1.25La1.35Cu3O7.04,21.3
2791,Ca0.4Ba1.25La1.35Cu3O7.11,47.1
2792,Ca0.4Ba1.25La1.35Cu3O7.16,63.5
2793,Ca0.4Ba1.25La1.35Cu3O7.19,72.9
2794,Ca0.4Ba1.35La1.25Cu3O6.9,5.0
2795,Ca0.4Ba1.35La1.25Cu3O6.92,14.4
2796,Ca0.4Ba1.35La1.25Cu3O6.95,24.8
2797,Ca0.4Ba1.35La1.25Cu3O7.08,68.6
2798,Ca0.4Ba1.35La1.25Cu3O7.15,78.8
2799,Ca0.4Cd0.6La1Ba1Cu3O,47.8
2800,Ca0.4La0.6Ba1.35La0.65Cu2.76Ni0.24O,23.6
2801,Ca0.4La0.6Ba1.35La0.65Cu2.7Ni0.3O,16.5
2802,Ca0.4La0.6Ba1.35La0.65Cu2.85Ni0.15O,45.7
2803,Ca0.4La0.6Ba1.35La0.65Cu2.925Ni0.075O,63.8
2804,Ca0.4La0.6Ba1.35La0.65Cu2.955Ni0.045O,71.3
2805,Ca0.4La0.6Ba1.35La0.65Cu3O7.15,80.0
2806,Ca0.4La1.25Ba1.35Cu3O6.99,38.0
2807,Ca0.4La1.25Ba1.35Cu3O7.055,57.0
2808,Ca0.4La1.25Ba1.35Cu3O7.135,76.0
2809,Ca0.4Na0.6Fe2As2,25.0
2810,Ca0.4Nd0.6Ba1La1Cu3O7.19,21.9
2811,Ca0.4Nd0.6Fe1As1F1,54.0
2812,Ca0.4Pr0.6Fe1As1F1,50.0
2813,Ca0.5Cd0.5La1Ba1Cu3O,58.4
2814,Ca0.5Fe2Se2,40.0
2815,Ca0.5Na0.5Fe2As2,19.8
2816,Ca0.5Nd0.5Ba1La1Cu3O7.17,41.4
2817,Ca0.5Sr2.5Cu2C0.7B0.3O3,52.0
2818,Ca0.63La0.37Ba1.12La0.88Cu3O,67.4
2819,Ca0.64Na0.36Fe2As2,17.0
2820,Ca0.67Pt3B2,1.57
2821,Ca0.67Sr0.33Fe2As2,22.0
2822,Ca0.6Cd0.4La1Ba1Cu3O,67.3
2823,Ca0.6Mo1S2,4.0
2824,Ca0.6Na0.4Fe2As2,21.0
2825,Ca0.6Nd0.4Ba1La1Cu3O7.1,48.6
2826,Ca0.719La0.281Fe2As2,31.7
2827,Ca0.75K0.25Cu1Cl2O2,24.0
2828,Ca0.76Ce0.24Fe1As1.8Sb0.2,43.0
2829,Ca0.76Pr0.24Fe1As0.9Sb0.1,43.0
2830,Ca0.77La0.23Fe1As1.99P0.01,28.0
2831,Ca0.78Ce0.22Fe2As2,36.2
2832,Ca0.78La0.22Fe1As2,21.9
2833,Ca0.79La0.21Fe1As2,26.5
2834,Ca0.7Cd0.3La1Ba1Cu3O,70.8
2835,Ca0.7La0.3Fe1As1H1,35.7
2836,Ca0.7Nd0.3Ba1La1Cu3O7.04,73.8
2837,Ca0.81La0.19Fe1As2,30.03333333333333
2838,Ca0.81Nd0.19Fe1As1.98Sb0.02,24.0
2839,Ca0.81Nd0.19Fe1As2,11.0
2840,Ca0.82La0.18Fe1As1.99P0.01,39.0
2841,Ca0.82Pr0.18Fe1As1.98Sb0.02,26.0
2842,Ca0.835La0.165Fe2As2,41.2
2843,Ca0.84Ce0.16Fe1As1.98Sb0.02,21.0
2844,Ca0.84La0.16Fe1As1.99P0.01,41.0
2845,Ca0.84La0.16Fe1As2,34.0
2846,Ca0.84Nd0.16Fe1As0.9Sb0.1,43.0
2847,Ca0.857La0.143Fe2As2,44.0
2848,Ca0.858Pr0.142Fe2As2,45.3
2849,Ca0.85Ce0.15Ba1La1Cu3O7.07,52.4
2850,Ca0.85Eu0.15Fe1As2,12.2
2851,Ca0.85Gd0.15Fe1As2,19.5
2852,Ca0.85K0.15Cu1Cl2O2,24.0
2853,Ca0.85La0.15Fe1As1.98Sb0.02,43.0
2854,Ca0.85La0.15Fe1As2,28.766666666666666
2855,Ca0.85Nd0.15Fe1As2,14.0
2856,Ca0.85Pr0.15Fe1As2,21.0
2857,Ca0.85Sm0.15Fe1As2,17.6
2858,Ca0.86Pr0.14Fe2As2,32.5
2859,Ca0.875Pr0.125Fe2As2,49.0
2860,Ca0.88Ce0.12Fe2As2,33.2
2861,Ca0.88La0.12Fe1As1.8Sb0.2,47.2
2862,Ca0.891La0.109Fe2As2,45.4
2863,Ca0.8Cd0.2La1Ba1Cu3O,76.0
2864,Ca0.8La0.2Fe0.9558Co0.0442As2,35.1
2865,Ca0.8La0.2Fe0.9671Co0.0329As2,36.5
2866,Ca0.8La0.2Fe0.978Co0.022As2,37.8
2867,Ca0.8La0.2Fe1As1H1,40.6
2868,Ca0.8La0.2Fe2As2,40.0
2869,Ca0.8Na0.2Fe2As2,14.0
2870,Ca0.8Nd0.2Ba1La1Cu3O6.99,73.8
2871,Ca0.8Pr0.2Fe1As2,10.0
2872,Ca0.902Pr0.098Fe2As2,40.0
2873,Ca0.906Nd0.094Fe2As2,19.3
2874,Ca0.923Nd0.077Fe2As2,41.8
2875,Ca0.92La0.08Fe8.6Pd4.2As18,13.5
2876,Ca0.941Pr0.059Fe2As2,28.9
2877,Ca0.95Ce0.05Ba1La1Cu3O6.91,64.8
2878,Ca0.9Cd0.1La1Ba1Cu3O,76.7
2879,Ca0.9Ce0.1Ba1La1Cu3O7.02,60.5
2880,Ca0.9La0.1Fe1As1H1,28.2
2881,Ca0.9La0.1Fe1As2,34.0
2882,Ca0.9Nd0.1Ba1La1Cu3O6.87,73.8
2883,Ca0.9Pr0.1Fe1.3As1.8O0.2,20.0
2884,Ca0.9Pr0.1Fe1As2,20.0
2885,Ca0.9Sr2.1Cu2C0.75O,92.0
2886,Ca1,23.0
2887,Ca1.3Sr2.7Cu3C0.55B4.5O3,100.0
2888,Ca1.5Na0.5Cu1Cl2O2,28.5
2889,Ca1.65Na0.35Cu1Br1Cl1O2,24.0
2890,Ca1.65Na0.35Cu1Br2O2,18.0
2891,Ca1.65Na0.35Cu1Cl2O2,28.0
2892,Ca1.6Na0.4Cu1Cl2O2,27.8
2893,Ca1.702Cu0.851Cl1.851Na0.149O2.404,15.0
2894,Ca1.737Cu0.868Cl1.868Na0.132O2.263,21.0
2895,Ca1.75Na0.25Cu1Br1Cl1O2,19.0
2896,Ca1.75Na0.25Cu1Br2O2,18.0
2897,Ca1.75Na0.25Cu1Cl2O2,26.5
2898,Ca1.76Na0.24Cu1Cl2O2,26.9
2899,Ca1.7K0.3Cu1Cl2O2,24.0
2900,Ca1.7Na0.3Cu1Br1Cl1O2,23.5
2901,Ca1.7Na0.3Cu1Br2O2,16.5
2902,Ca1.7Na0.3Cu1Cl2O2,27.6
2903,Ca1.808Cu0.904Cl1.904Na0.096O2.192,26.0
2904,Ca1.81Na0.19Cu1Cl2O2,27.7
2905,Ca1.825Na0.175Cu1Br1Cl1O2,23.0
2906,Ca1.825Na0.175Cu1Br2O2,10.5
2907,Ca1.825Na0.175Cu1Cl2O2,26.0
2908,Ca1.82Na0.18Cu1Cl2O2,27.055
2909,Ca1.843Na0.157Cu1Cl2O2,25.0
2910,Ca1.84Na0.16Cu1Cl2O2,19.7
2911,Ca1.85Cu1Cl2O2,30.0
2912,Ca1.85Na0.15Cu1Br1Cl1O2,19.0
2913,Ca1.85Na0.15Cu1Br2O2,10.0
2914,Ca1.85Na0.15Cu1Cl2O2,24.225
2915,Ca1.867Na0.133Cu1Cl2O2,20.0
2916,Ca1.875Na0.125Cu1Br1Cl1O2,15.0
2917,Ca1.875Na0.125Cu1Cl2O2,20.0
2918,Ca1.883Cu0.941Cl1.941Na0.059O2.117,26.0
2919,Ca1.88Na0.12Cu1Cl2O2,14.133333333333333
2920,Ca1.89Na0.11Cu1Cl2O2,15.14
2921,Ca1.8Cu1Cl2O2,41.0
2922,Ca1.8K0.2Cu1Cl2O2,24.0
2923,Ca1.8Na0.2Cu1Br1Cl1O2,19.0
2924,Ca1.8Na0.2Cu1Br2O2,11.0
2925,Ca1.8Na0.2Cu1Cl2O2,26.95
2926,Ca1.9Cu1Cl2O2,15.0
2927,Ca1.9K0.1Cu1Cl2O2,18.0
2928,Ca1.9Na0.1Cu1Cl2O2,15.666666666666666
2929,Ca10Bi9.88,2.075
2930,Ca10Fe8.2Pt4.8As18,38.0
2931,Ca10Fe9.2Pt3.8As18,13.0
2932,Ca10Ir4Fe10As18,17.35
2933,Ca10Pt0.78Fe9.22As18,9.96
2934,Ca10Pt3.213Fe9.787As18,4.3
2935,Ca10Pt3.28Fe9.72As18,6.0
2936,Ca10Pt3.41Fe9.59As18,7.38
2937,Ca10Pt3.42Fe9.58As18,9.870000000000001
2938,Ca10Pt3.474Fe9.526As18,11.85
2939,Ca10Pt3.51Fe9.49As18,12.44
2940,Ca10Pt3.53Fe9.47As18,15.8
2941,Ca10Pt3.617Fe9.383As18,13.6
2942,Ca10Pt3.72Fe9.28As18,14.9
2943,Ca10Pt3.97Fe9.03As18,10.75
2944,Ca10Pt3.981Fe9.019As18,7.49
2945,Ca10Pt4.054Fe9.7As18,26.5
2946,Ca10Pt4.05Fe8.95As18,13.0
2947,Ca10Pt4.1Fe9.9As18,32.2
2948,Ca10Pt4.2Fe9.8As18,30.0
2949,Ca10Pt4.3Fe9.7As18,33.9
2950,Ca10Pt4.6Fe9.4As18,22.5
2951,Ca10Pt4.8Fe9.2As18,13.7
2952,Ca10Pt4Fe10As18,38.0
2953,Ca10Pt5.8Fe8.2As18,33.65
2954,Ca10Pt5Fe9As18,9.78
2955,Ca14Cu24O40.93,8.0
2956,Ca1Al0.1Ga0.9Si1,3.34
2957,Ca1Al0.2Ga0.8Si1,3.24
2958,Ca1Al0.3Ga0.7Si1,3.0
2959,Ca1Al0.4Ga0.6Si1,3.45
2960,Ca1Al0.5Ga0.5Si1,3.73
2961,Ca1Al0.6Ga0.4Si1,4.51
2962,Ca1Al0.74Si1.26,2.46
2963,Ca1Al0.7Ga0.3Si1,4.78
